,CD3,CD4,CD8a,CD69,CD62L,CD44,CD25,CD127,TCRgd,CD19,IgM,CD335,NK-1.1,CD90.2,I-A-I-E,CD45R,CD11b,CD172a,XCR1,CD103,CD64,CD11c,CD24,CD326,CD195,CD196,CXCR4,CD134,CD278,CD223,CD274,KLRG1,CD27,CD21-CD35,CD86,IgD,CD1d,CD138,CD117,CX3CR1,F4-80,CD192
16322,3,2,3,1,0,15,4,0,4,0,0,9,3,20,9,2,20,1,4,65,0,0,3,0,0,0,0,2,15,0,3,8,0,2,5,3,1,0,1,7,2,0
16323,2,4,2,7,2,36,3,0,6,0,0,3,1,14,91,3,163,1,3,0,0,0,2,0,0,3,1,6,0,0,1,1,0,2,4,4,0,0,0,7,0,0
16324,3,0,1,2,0,66,0,0,2,2,0,9,0,13,3,3,243,6,3,3,0,0,11,0,1,3,3,10,1,0,1,1,0,2,10,0,0,2,2,3,2,0
16325,2,0,3,0,0,27,0,0,0,5,0,10,1,6,11,3,115,0,0,2,1,0,10,0,0,3,0,4,1,2,15,0,1,0,12,4,1,0,1,11,2,1
16326,3,1,4,2,0,19,2,1,1,0,2,14,2,5,30,5,225,5,2,3,1,0,13,0,0,6,0,3,2,0,2,0,0,2,11,0,0,2,1,9,0,1
16327,0,4,0,4,0,17,3,0,4,5,0,16,0,11,8,4,173,1,0,3,0,1,8,0,0,0,0,3,2,1,0,0,0,2,4,2,1,0,5,2,3,0
16328,0,3,9,11,1,12,1,1,3,2,2,10,1,23,4,3,15,0,2,2,0,1,6,0,0,3,0,6,8,0,0,0,0,0,16,2,0,0,3,5,2,0
16329,3,3,0,2,1,44,3,0,3,0,0,17,0,6,17,5,228,1,2,3,1,0,8,0,0,2,0,7,1,0,2,0,2,0,11,3,2,0,1,9,10,1
16330,5,3,2,1,2,29,2,1,4,3,0,23,2,3,811,6,117,5,3,12,0,0,11,0,6,0,1,9,2,1,4,3,4,5,37,4,0,3,4,5,0,1
16331,2,0,3,1,4,13,2,1,3,10,0,24,0,4,432,7,155,5,3,5,0,0,5,0,1,2,1,1,1,1,20,4,0,2,9,0,0,2,2,4,4,3
16332,0,5,2,2,1,64,3,0,4,0,0,8,0,2,4,0,168,2,2,2,1,0,8,0,1,3,0,0,0,0,5,1,1,0,21,0,1,1,4,2,7,2
16333,3,0,2,2,2,30,3,1,4,6,0,17,0,0,433,7,279,5,4,8,0,0,2,0,3,2,0,7,1,0,13,0,0,4,15,2,1,2,2,10,0,0
16334,0,1,3,8,0,11,3,0,3,0,0,10,0,12,10,2,18,1,4,130,2,1,5,0,0,2,1,2,8,0,2,2,1,2,13,2,0,0,3,5,2,0
16335,0,3,4,3,1,26,2,0,4,5,0,22,1,14,7,8,244,5,2,7,1,0,18,0,3,2,0,6,1,0,2,2,0,3,8,2,1,0,4,7,9,1
16336,2,5,1,8,0,51,3,0,4,0,0,9,0,12,6,4,201,0,1,7,0,0,4,0,0,4,0,3,2,1,16,2,0,2,2,0,0,0,0,6,4,0
16337,3,1,2,2,3,10,0,0,9,0,0,10,0,29,7,7,31,1,3,2,0,0,6,0,0,5,0,4,0,0,0,0,0,0,6,3,1,0,3,2,0,0
16338,4,7,2,3,0,28,0,0,4,0,0,8,2,13,5,4,63,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,6,0,1,0,2,5,5,0
16339,2,5,8,4,2,25,2,0,8,9,0,31,0,11,9,8,225,1,2,5,0,0,21,0,0,2,2,8,0,0,2,0,0,4,11,5,1,2,5,8,7,0
16340,3,3,9,0,1,52,3,1,2,7,5,25,0,2,5,5,736,5,9,3,0,0,89,0,1,6,1,5,1,0,3,1,2,5,9,4,1,3,2,20,5,2
16341,6,0,0,0,6,85,0,0,1,3,2,16,0,5,108,6,528,7,3,7,0,0,57,0,0,4,0,6,0,1,11,0,0,6,4,9,1,3,1,11,2,0
16342,2,4,0,5,3,58,2,0,3,0,2,15,1,14,9,3,173,4,4,123,0,0,6,0,0,4,0,3,25,0,6,7,0,0,5,2,0,2,2,10,0,0
16343,0,1,3,3,0,20,0,0,0,3,0,10,0,7,8,2,54,1,0,6,1,0,5,0,1,2,0,2,0,0,4,0,0,2,4,0,0,0,1,6,2,0
16344,0,1,0,8,0,32,5,0,3,2,0,7,0,9,9,3,146,1,3,0,1,0,9,0,0,0,1,4,0,0,0,1,0,4,1,2,0,2,0,6,0,0
16345,3,0,2,0,2,42,3,1,0,6,2,24,0,3,0,7,312,5,5,0,2,0,33,0,2,6,0,5,0,0,1,1,0,2,4,4,1,0,1,6,2,0
16346,2,0,1,1,0,82,3,0,2,5,2,7,0,7,22,0,153,1,5,0,1,0,3,0,0,2,0,3,1,5,2,0,1,0,6,3,0,1,2,6,2,2
16347,0,1,3,1,1,11,0,0,3,5,0,7,9,28,12,0,69,0,3,2,1,0,3,0,0,3,0,6,0,0,0,0,2,2,9,5,2,0,2,6,0,0
16348,6,2,0,1,3,63,2,0,4,5,0,22,0,4,470,5,315,7,5,4,2,0,12,0,4,2,0,4,1,1,24,1,0,3,24,4,1,7,1,18,7,0
16349,4,5,2,12,3,41,3,1,10,0,3,17,0,30,19,3,16,4,4,235,7,0,2,1,1,0,0,3,29,2,8,10,2,5,15,3,0,5,4,9,2,1
16350,3,0,2,1,1,18,3,0,2,0,0,9,0,7,105,1,238,1,4,0,3,0,3,0,0,0,0,5,1,0,1,1,0,2,18,5,0,4,4,3,2,0
16351,0,1,8,17,0,17,0,0,2,0,0,7,1,9,7,3,136,2,2,2,0,0,4,0,0,2,0,6,1,0,0,0,0,0,7,2,0,2,3,8,0,0
16352,2,5,3,5,1,11,0,0,7,2,0,9,1,19,9,0,12,0,0,29,1,0,4,0,0,2,0,5,35,0,2,2,0,2,9,3,1,3,0,1,2,0
16353,10,0,4,1,1,29,2,0,1,5,3,16,2,19,7,0,180,3,2,4,0,0,15,0,0,3,0,3,1,2,7,1,0,2,11,3,1,3,2,7,3,0
16354,25,0,5,13,1,28,2,0,35,5,0,13,0,39,12,3,16,0,5,195,3,0,2,0,0,7,0,7,2,0,0,1,1,0,1,5,0,2,3,6,3,2
16355,0,2,5,10,2,23,0,0,1,3,0,10,0,5,6,0,136,0,4,2,0,0,7,0,1,2,0,5,0,0,4,0,0,2,11,2,1,0,1,8,0,1
16356,2,0,8,2,1,28,6,0,1,2,4,13,1,6,3,5,318,5,4,0,3,0,13,0,0,2,2,6,2,0,3,0,2,2,6,2,3,2,4,7,0,0
16357,2,0,7,11,1,7,0,1,0,0,3,10,1,28,6,0,22,2,5,17,1,0,3,0,0,2,0,5,5,0,0,0,0,0,4,0,1,0,1,7,2,0
16358,2,2,3,0,4,34,0,0,4,4,0,6,0,1,54,3,355,7,1,4,0,0,8,0,0,3,0,6,1,1,2,0,2,0,5,4,0,2,0,7,3,1
16359,2,0,1,3,1,48,0,1,3,2,2,9,0,9,11,0,129,1,4,0,1,0,3,0,1,3,0,5,0,0,4,1,1,0,3,5,0,0,1,2,4,0
16360,0,0,0,1,3,24,0,0,5,3,0,16,0,10,253,5,167,5,3,1,3,0,8,0,1,5,1,7,1,1,3,1,0,2,5,2,1,2,2,4,4,0
16361,2,1,4,5,0,25,0,0,3,2,0,13,1,14,5,6,146,0,0,0,0,0,7,0,0,2,0,3,1,0,2,0,1,3,7,6,2,4,1,12,4,0
16362,0,1,3,0,1,27,0,1,4,2,3,17,0,3,79,5,248,1,3,0,1,0,10,0,1,0,0,6,0,1,2,1,0,3,6,10,2,2,0,14,6,2
16363,3,0,3,1,0,11,0,0,2,0,3,1,2,4,4,2,228,2,1,2,2,0,14,0,0,0,0,0,1,1,1,0,1,0,2,2,1,0,0,2,2,0
16364,3,1,4,3,1,11,1,0,1,0,0,14,0,1,69,2,36,3,3,0,0,1,8,0,1,4,0,2,1,1,3,0,0,0,1,3,1,0,1,8,3,0
16365,0,3,0,3,2,130,2,0,5,4,0,11,0,9,228,4,252,3,4,3,0,0,22,0,0,3,0,4,0,0,8,1,0,0,6,0,0,3,0,13,0,1
16366,2,0,1,1,4,49,0,0,4,0,0,9,0,6,4,0,192,5,1,2,0,0,4,0,0,2,0,4,1,1,1,1,0,2,11,3,1,0,4,6,2,1
16367,5,1,3,1,0,16,0,0,4,0,0,14,0,11,14,0,166,1,4,0,0,0,7,0,1,0,0,0,1,0,0,0,1,2,4,3,2,2,4,2,2,1
16368,2,14,4,2,5,30,3,0,0,6,0,14,0,10,279,5,139,3,8,1,1,0,8,0,0,3,0,7,1,0,0,0,0,0,6,10,0,0,4,4,0,1
16369,2,0,4,2,3,33,2,1,1,3,0,27,0,2,223,10,208,6,3,8,3,0,39,0,1,6,0,11,0,1,3,0,1,5,13,2,0,2,1,14,6,3
16370,3,3,4,3,4,25,0,1,4,0,2,13,0,8,8,1,247,1,7,4,0,0,10,0,0,2,0,3,1,0,3,1,3,2,5,3,4,2,2,7,0,1
16371,0,3,5,6,0,58,3,1,5,0,2,16,39,9,12,5,263,4,3,3,1,0,5,0,0,0,0,5,0,0,4,1,1,0,18,4,0,3,2,4,4,1
16372,0,1,2,18,0,33,0,0,0,0,0,14,1,4,10,6,257,1,2,3,0,0,6,0,0,0,0,3,0,0,3,3,0,2,8,0,2,0,1,3,3,0
16373,0,0,0,1,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16374,0,0,2,0,3,24,2,1,5,3,0,16,0,9,719,10,133,2,6,7,2,0,10,0,3,3,0,8,0,1,6,0,1,0,28,6,0,3,3,6,0,2
16375,2,3,3,2,2,46,0,0,4,4,3,17,0,17,181,4,176,10,7,1,3,0,5,0,3,2,0,8,2,1,1,1,1,2,12,8,1,0,3,12,14,1
16376,4,5,9,2,4,64,3,0,10,1,2,32,0,4,181,6,748,5,6,6,4,0,26,0,3,6,0,15,5,3,7,1,4,7,10,4,0,4,6,22,10,1
16377,8,1,2,9,3,12,0,0,15,2,3,21,2,45,10,7,23,0,4,59,0,0,7,0,0,4,1,10,2,0,0,0,1,0,4,3,2,2,3,2,3,0
16378,6,3,2,2,3,40,2,0,4,6,0,23,0,7,210,4,253,3,3,8,2,1,5,0,3,0,2,7,0,1,2,4,1,2,11,5,1,2,2,10,7,0
16379,4,3,0,1,1,36,6,2,6,2,0,14,0,14,11,8,197,0,0,4,0,0,8,0,1,3,0,1,3,0,28,0,0,3,4,2,0,0,2,3,8,0
16380,0,1,0,4,1,17,3,0,11,6,2,9,2,23,18,0,31,0,3,26,0,0,3,0,0,3,0,4,6,0,1,0,0,0,4,4,1,2,1,5,0,1
16381,3,3,3,5,0,23,3,0,2,4,0,20,0,22,12,3,245,1,3,3,3,0,29,0,1,2,1,6,5,1,2,1,0,0,14,4,1,2,3,13,6,0
16382,3,0,3,0,0,21,2,0,4,0,0,20,1,9,74,3,241,5,0,3,3,0,12,0,0,0,0,8,1,0,1,1,3,2,11,5,0,2,3,8,2,0
16383,2,3,4,2,2,26,0,1,8,6,4,31,0,7,213,1,424,10,3,7,3,0,27,0,4,0,1,8,1,1,30,0,1,2,23,7,1,0,2,11,9,0
16384,6,1,3,3,0,51,3,0,5,4,3,15,0,1,211,3,265,8,3,3,1,0,12,0,1,0,1,3,1,0,6,1,0,0,9,5,0,3,0,4,2,0
16385,0,5,7,0,6,24,0,0,6,7,3,20,1,23,5,7,349,1,12,3,3,0,15,0,3,3,1,3,1,2,2,0,3,2,10,5,1,2,3,11,0,0
16386,3,2,6,2,1,52,2,0,2,4,3,15,1,6,3,4,233,4,3,4,1,0,11,0,4,4,0,6,1,0,4,1,0,2,15,0,1,2,2,9,4,1
16387,0,1,3,1,1,27,0,0,4,0,0,8,0,10,2,3,288,1,2,3,3,0,16,0,1,4,1,4,1,1,0,2,0,2,19,3,1,2,3,3,3,0
16388,0,4,3,3,0,10,0,0,4,2,0,9,1,45,8,0,17,0,0,56,2,0,3,0,0,5,0,3,5,0,1,0,0,0,2,2,0,4,4,2,3,0
16389,5,3,0,2,5,136,5,2,1,3,4,33,0,3,642,13,125,9,6,9,3,0,14,0,0,0,0,10,4,2,37,1,2,3,31,12,0,3,6,18,0,5
16390,2,3,2,8,0,29,0,0,1,2,2,12,0,9,14,6,261,5,2,0,3,0,16,0,3,3,0,5,3,0,9,0,0,0,6,3,0,2,3,7,2,0
16391,3,3,3,0,5,132,3,0,7,6,0,12,0,14,13,7,382,0,2,5,0,0,9,0,0,3,0,8,0,4,10,1,2,0,24,4,1,2,1,4,9,0
16392,4,1,1,2,0,48,2,0,3,0,2,16,1,4,8,5,291,6,3,3,3,0,12,0,0,0,1,7,1,0,4,0,0,2,10,3,0,2,1,7,3,0
16393,25,2,2,4,1,43,0,0,23,2,0,6,1,51,1,4,0,1,2,231,3,0,0,0,1,3,1,0,0,0,2,1,1,0,2,5,1,3,3,5,0,0
16394,2,1,2,1,0,18,0,0,4,2,0,8,0,9,4,5,290,3,0,6,3,0,14,0,0,0,1,0,1,1,3,0,0,2,2,3,1,0,4,7,5,1
16395,3,2,2,2,4,22,2,0,0,3,0,12,2,12,59,3,257,0,3,5,0,0,4,0,0,2,0,5,4,2,8,0,0,5,21,5,2,0,4,13,4,0
16396,4,2,1,2,0,6,2,0,3,2,2,14,2,13,12,0,13,0,1,49,1,0,4,0,0,3,0,2,14,1,0,0,0,2,4,5,0,1,1,1,2,0
16397,4,6,2,6,1,6,0,0,0,0,0,10,4,17,15,3,27,2,0,0,1,0,6,0,0,3,0,4,2,0,2,1,0,2,5,7,0,2,2,5,0,0
16398,4,7,6,1,2,54,3,1,2,7,3,19,0,11,61,7,224,10,3,8,2,10,183,80,4,3,0,14,1,1,2,0,0,1,9,7,2,4,5,6,3,2
16399,0,0,1,3,0,17,0,0,0,0,1,1,2,6,3,2,81,0,2,5,0,0,3,0,0,0,0,2,1,0,0,0,0,0,2,2,1,4,1,4,0,0
16400,0,1,3,5,3,11,0,1,2,4,3,13,2,27,4,3,202,0,3,3,0,0,9,0,0,2,0,3,1,0,3,0,1,2,2,2,0,0,3,6,2,0
16401,2,1,1,12,0,126,0,0,0,0,2,4,1,29,7,0,6,1,4,0,0,0,3,0,1,3,1,2,5,1,16,0,1,0,4,0,0,0,36,5,2,1
16402,2,2,2,6,1,27,0,0,3,0,0,8,1,39,4,2,11,0,1,44,2,0,5,0,1,0,1,0,20,1,1,0,0,0,3,0,0,1,0,7,3,0
16403,5,5,13,2,0,50,2,2,4,6,0,29,0,7,12,5,426,7,9,5,2,0,53,0,4,13,0,7,2,1,5,0,0,2,5,6,5,3,7,15,6,4
16404,0,0,5,1,2,32,6,1,1,6,0,23,0,4,537,1,171,7,2,7,2,0,8,0,3,9,0,1,1,3,2,1,0,0,15,9,0,2,2,5,2,1
16405,2,6,3,5,2,13,5,0,8,0,2,30,0,17,11,1,239,3,3,3,1,0,2,0,0,2,0,1,5,0,7,1,0,2,9,0,0,0,4,3,3,0
16406,0,0,5,0,0,22,1,1,3,4,0,12,0,7,12,6,168,1,5,0,1,0,9,0,0,0,1,3,1,0,1,1,0,2,9,3,0,1,3,6,3,0
16407,8,0,0,3,0,32,2,3,2,2,0,19,0,27,16,3,28,0,11,101,0,0,4,1,1,5,1,6,91,0,3,13,1,2,5,0,0,3,2,6,0,0
16408,287,80,41,310,61,791,613,34,323,399,107,245,114,1,361,152,361,225,3083,638,216,3,224,0,227,756,396,132,523,65,144,474,555,143,21,200,3924,231,285,2009,121,489
16409,7,6,5,2,0,20,0,0,6,2,0,12,8,41,15,6,36,0,0,137,4,1,6,0,0,2,0,5,24,0,1,2,0,3,6,2,0,2,2,9,2,1
16410,3,3,7,1,3,23,2,0,3,2,0,10,0,2,229,5,111,3,3,0,5,0,5,0,3,0,2,3,0,0,3,0,0,0,7,2,0,0,2,7,2,2
16411,0,1,4,3,0,12,0,1,6,3,2,10,1,18,18,7,35,0,0,0,0,0,8,1,0,0,0,3,2,0,1,0,1,3,4,3,0,2,0,5,3,0
16412,3,7,0,7,3,49,4,0,7,4,0,16,2,13,44,6,38,0,4,136,4,0,6,0,8,2,1,0,5,1,1,1,1,2,9,0,2,2,3,7,2,2
16413,0,4,2,2,5,18,3,0,3,4,0,16,0,10,104,5,133,6,4,4,0,0,22,0,0,2,0,6,0,1,4,0,2,2,7,2,1,2,1,10,0,0
16414,3,0,2,1,0,13,0,0,7,0,0,11,3,27,9,0,16,1,2,86,2,1,7,0,1,2,0,0,0,0,5,2,0,2,1,4,0,1,4,5,0,2
16415,2,1,3,3,4,47,2,0,4,4,2,17,1,15,15,5,268,1,0,3,0,0,11,0,1,3,1,3,1,0,2,0,1,5,12,6,0,6,2,11,4,1
16416,6,6,7,1,5,57,4,0,8,3,7,41,1,14,42,5,187,5,7,5,0,0,21,0,1,11,0,17,0,1,8,6,0,6,9,7,1,8,3,18,10,1
16417,2,4,6,1,0,12,2,0,9,0,0,19,0,8,246,7,128,4,10,1,4,0,8,0,1,6,0,3,1,0,2,0,1,5,4,5,0,3,1,8,2,0
16418,2,6,1,6,1,12,0,0,4,2,2,8,0,21,8,0,14,3,4,124,1,0,5,0,0,0,0,4,47,0,1,4,0,2,5,2,1,1,0,7,0,1
16419,3,1,4,5,1,24,4,0,4,0,2,14,0,7,17,12,361,4,3,0,3,0,7,0,1,2,0,1,1,0,10,0,1,0,8,0,2,0,1,3,0,1
16420,3,2,0,4,4,29,1,0,2,3,0,10,1,10,4,4,138,0,3,0,0,0,11,0,1,0,0,8,0,0,0,0,0,3,2,0,0,1,1,2,0,1
16421,2,0,3,3,1,44,4,1,1,0,2,13,0,18,21,8,189,4,0,0,0,0,2,0,0,2,0,8,0,1,12,1,2,0,7,4,1,3,5,3,3,3
16422,3,3,3,21,0,73,3,0,6,2,3,10,0,6,11,8,221,1,0,3,4,0,9,0,1,0,2,1,0,0,13,2,2,2,6,2,0,3,2,7,3,1
16423,0,0,3,0,5,64,0,1,3,0,2,18,0,0,39,3,426,5,4,8,0,0,11,0,1,0,0,6,0,0,3,0,0,3,4,2,0,0,1,8,5,3
16424,5,4,5,1,6,31,10,3,4,14,0,15,0,4,1168,2,214,12,6,10,0,0,15,0,5,4,0,9,7,1,5,2,1,0,10,10,0,5,1,14,6,2
16425,0,0,2,1,0,30,2,0,0,2,0,13,0,11,6,0,241,3,0,0,1,0,3,0,0,2,1,3,1,0,11,0,1,0,6,2,0,0,3,2,2,1
16426,3,0,3,3,1,58,0,0,5,7,5,21,0,3,61,1,445,3,4,6,3,0,73,0,0,3,0,5,0,1,2,0,0,4,8,5,1,3,0,15,12,1
16427,2,2,4,2,2,53,0,1,2,2,2,19,0,3,6,3,221,1,4,4,1,0,12,0,1,0,0,5,2,0,17,1,1,5,7,3,2,4,2,2,3,0
16428,2,2,3,2,0,17,0,0,1,2,0,14,1,4,6,0,159,1,0,0,0,0,7,0,1,0,0,0,0,0,1,0,0,0,3,2,0,0,1,5,2,0
16429,2,1,5,5,1,16,0,0,1,3,2,16,1,8,11,4,30,5,7,2,0,2,14,0,0,3,0,12,0,1,1,2,1,2,5,6,0,1,1,2,4,0
16430,2,3,4,3,2,27,0,1,5,8,2,18,0,3,304,9,361,3,2,4,0,0,5,0,0,5,0,6,0,1,17,1,0,4,15,7,1,0,2,18,0,1
16431,2,3,5,3,4,61,0,0,3,5,0,11,0,13,4,9,307,4,3,6,1,0,9,0,3,4,1,6,1,0,5,1,1,2,12,0,2,5,1,15,3,0
16432,6,0,4,2,3,64,3,0,6,0,0,17,4,12,38,4,328,6,2,3,4,0,12,0,2,6,0,13,0,0,3,1,1,2,33,0,0,3,4,10,4,1
16433,0,0,6,1,0,47,5,0,4,2,2,18,0,10,10,6,240,1,1,4,0,0,4,0,0,3,0,3,1,0,15,1,0,2,6,2,1,0,2,7,5,0
16434,5,5,2,4,2,55,0,0,2,6,2,11,1,3,100,4,590,3,4,4,0,0,11,0,0,0,0,6,0,1,9,0,0,5,24,5,1,2,3,11,2,1
16435,4,5,18,3,1,48,3,0,4,0,3,22,0,21,5,4,23,0,9,38,0,0,7,0,1,7,1,13,13,0,2,0,2,2,19,7,0,3,4,8,0,1
16436,3,0,2,3,0,8,0,0,1,0,0,10,1,19,7,2,17,0,2,57,0,1,3,1,0,0,0,0,5,0,1,2,0,0,7,3,1,0,2,8,2,0
16437,6,3,7,7,4,47,3,2,9,3,4,21,0,12,19,12,588,3,5,3,0,0,44,0,3,5,0,7,1,0,2,1,0,4,5,5,1,3,2,16,9,2
16438,4,0,2,1,3,37,0,0,3,2,0,10,0,13,7,1,359,6,1,4,0,0,8,0,0,2,0,0,0,0,2,1,3,6,10,2,1,6,8,12,5,1
16439,3,2,2,4,3,31,2,0,6,3,2,20,1,20,131,9,253,1,3,5,0,0,7,0,0,6,0,5,1,0,12,0,1,4,10,5,0,2,1,16,2,1
16440,3,3,5,2,2,35,0,1,4,1,2,24,0,14,30,4,668,5,2,7,3,0,68,0,0,2,1,4,2,4,6,0,1,0,6,0,0,2,2,16,2,1
16441,5,4,2,2,2,49,3,1,4,3,0,23,0,10,481,5,173,6,3,4,2,2,24,0,2,4,0,10,0,0,4,1,1,3,85,5,2,0,3,6,4,0
16442,2,2,4,0,1,24,0,0,4,2,0,13,0,13,13,4,20,0,0,25,0,0,5,0,0,0,0,2,9,0,1,2,1,2,4,0,1,0,2,1,2,0
16443,5,2,0,0,1,39,0,0,1,0,2,12,0,12,11,3,162,1,1,2,2,0,8,0,1,4,0,5,0,0,5,1,2,3,7,0,1,0,5,6,0,1
16444,3,0,3,2,0,53,2,0,4,3,2,16,1,11,85,3,198,6,3,0,0,0,8,0,1,0,0,5,1,0,28,0,1,2,18,2,2,2,2,8,5,0
16445,12,1,0,2,0,10,0,0,24,0,0,5,0,16,6,4,15,0,2,88,0,0,5,0,1,3,0,5,0,0,1,0,0,2,2,0,0,0,1,4,4,0
16446,3,1,0,1,4,29,3,0,4,2,0,7,0,2,147,4,135,1,3,0,1,0,4,0,0,2,1,3,0,0,1,0,0,0,9,2,1,0,2,9,3,2
16447,2,1,3,1,4,64,3,1,2,2,2,14,0,15,10,0,126,1,3,4,1,0,7,0,0,2,0,3,0,0,1,0,0,0,1,4,0,0,3,10,0,0
16448,2,1,10,7,4,12,2,0,4,0,0,15,2,23,17,6,108,3,4,3,0,0,7,0,0,0,0,5,0,0,6,0,0,3,11,3,0,3,2,7,0,1
16449,2,3,3,1,0,11,0,1,2,5,2,13,8,7,17,1,220,1,0,0,1,0,13,0,1,0,1,11,1,1,1,0,0,2,9,2,0,3,0,9,2,0
16450,0,0,0,20,0,3,2,0,2,4,2,13,0,1,9,5,346,4,3,4,1,0,17,0,0,0,0,3,1,0,0,0,1,2,5,0,0,3,2,2,0,0
16451,0,3,3,9,2,29,1,0,1,2,2,7,1,6,6,0,20,1,1,147,1,0,6,1,0,0,0,4,24,0,1,7,0,3,2,2,0,0,3,1,0,0
16452,5,0,4,3,0,13,4,0,6,0,0,13,4,15,9,3,22,2,2,78,0,0,3,0,1,3,0,5,74,0,1,9,0,0,19,2,1,1,3,2,0,1
16453,3,5,2,8,0,11,0,0,1,0,0,11,0,23,9,3,65,3,3,0,0,0,7,1,6,4,0,7,1,1,3,1,0,3,2,2,0,3,4,2,3,0
16454,0,6,3,3,0,21,0,0,0,0,0,7,3,26,10,3,18,2,6,92,0,1,7,0,0,3,0,0,12,0,4,10,0,2,2,2,3,2,1,2,2,0
16455,2,3,4,0,0,12,0,0,3,5,2,10,0,10,6,6,141,1,5,0,0,0,9,0,2,0,0,3,0,0,2,0,0,0,8,4,1,1,0,2,0,2
16456,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0
16457,2,3,3,1,3,14,0,0,2,3,2,21,0,10,277,1,160,3,3,5,0,0,6,0,0,0,0,7,2,1,1,0,0,0,21,15,1,0,2,4,5,0
16458,5,3,5,1,3,28,2,0,10,5,0,21,0,8,694,6,108,6,2,7,0,0,11,0,0,5,0,6,2,2,23,0,1,3,7,12,2,3,3,17,7,0
16459,0,10,0,3,0,45,0,0,4,0,0,13,0,12,56,5,140,3,2,3,0,0,3,0,0,0,1,6,1,0,3,0,0,3,8,0,0,0,3,7,0,0
16460,0,1,2,2,0,22,2,0,2,2,0,18,1,18,11,3,160,4,0,3,1,0,16,0,1,3,0,0,1,0,3,0,0,2,8,0,1,0,4,7,0,1
16461,2,0,3,1,0,56,6,0,2,2,2,23,2,2,7,6,416,6,4,4,3,0,18,0,0,2,0,3,0,0,17,1,1,3,11,3,0,0,1,15,6,1
16462,2,2,4,2,3,36,4,0,4,0,3,21,0,12,169,5,84,0,5,1,0,1,96,0,0,6,0,7,1,0,1,0,0,6,5,5,2,2,4,4,2,1
16463,0,0,0,7,3,16,2,0,1,2,3,6,0,8,66,1,194,0,0,0,3,0,8,0,0,4,0,1,2,0,0,4,0,2,14,3,0,2,2,3,0,0
16464,3,0,3,14,3,88,4,0,5,0,0,10,2,16,17,5,162,3,2,0,1,0,7,0,0,2,0,0,0,1,1,0,1,0,11,2,0,2,2,7,9,1
16465,5,6,9,5,4,38,0,0,2,1,5,13,0,17,21,13,876,4,3,4,0,0,141,0,0,2,1,8,0,1,2,1,1,4,14,4,0,3,2,13,0,0
16466,2,0,0,1,0,32,3,0,3,4,0,11,0,6,123,4,472,4,3,3,2,0,10,0,1,0,0,5,0,1,6,2,0,0,13,2,2,0,1,9,4,1
16467,0,1,1,5,1,26,0,0,2,0,0,5,1,7,4,3,16,1,0,2,0,0,2,0,1,3,0,0,1,0,0,1,0,0,4,2,0,1,2,1,0,0
16468,6,3,6,6,0,23,4,0,3,0,0,12,0,18,5,3,259,3,3,6,0,0,14,0,4,3,0,6,0,0,0,0,0,2,13,2,2,0,3,7,5,0
16469,2,4,4,10,1,11,0,0,2,2,3,10,1,13,26,3,23,2,2,5,0,0,7,0,0,4,0,4,1,0,2,1,0,2,6,0,1,0,3,5,2,0
16470,3,0,5,6,1,15,0,0,7,2,2,13,0,30,10,11,44,1,4,0,0,1,6,0,0,2,0,3,0,0,6,1,1,2,5,3,1,0,1,2,2,0
16471,3,0,3,2,1,43,3,0,2,2,0,15,0,8,270,3,117,5,2,4,0,0,8,0,0,0,0,8,1,0,14,0,1,2,3,0,0,0,1,10,0,0
16472,3,4,3,3,2,21,1,0,2,2,0,12,2,8,2,6,208,2,3,0,0,0,11,0,0,2,0,8,1,0,0,3,0,0,3,0,2,0,2,10,4,1
16473,2,7,5,6,3,61,0,1,10,6,2,40,2,38,50,13,271,5,7,7,0,0,21,0,2,5,0,11,1,1,3,1,0,0,16,10,1,0,3,17,11,0
16474,2,2,2,3,2,30,2,0,3,0,2,10,0,4,167,5,405,3,3,5,2,0,29,0,1,6,0,5,1,0,3,0,0,2,23,5,2,0,1,10,5,0
16475,3,1,3,0,0,11,0,0,2,5,3,14,0,9,28,6,156,0,2,0,0,0,8,0,0,4,0,4,0,0,6,0,0,2,4,3,0,0,1,2,0,0
16476,0,1,3,2,0,9,0,0,4,2,0,11,0,9,49,3,117,1,3,0,0,0,8,0,0,5,0,4,0,0,5,0,0,0,17,7,0,0,2,2,2,1
16477,5,7,4,3,3,57,3,6,6,14,0,21,0,8,869,5,232,5,6,17,2,0,13,0,3,3,0,15,3,1,31,2,0,3,38,13,0,2,3,18,1,4
16478,2,1,4,2,4,13,2,0,2,0,2,16,0,22,8,4,92,0,3,4,1,0,11,2,0,2,0,4,0,1,7,0,0,3,4,0,1,2,2,6,2,1
16479,2,3,3,4,0,28,2,1,6,0,0,19,2,13,79,5,143,6,3,3,1,0,17,0,0,3,1,1,1,0,0,1,0,0,10,5,0,0,1,3,6,0
