,CD3,CD4,CD8a,CD69,CD62L,CD44,CD25,CD127,TCRgd,CD19,IgM,CD335,NK-1.1,CD90.2,I-A-I-E,CD45R,CD11b,CD172a,XCR1,CD103,CD64,CD11c,CD24,CD326,CD195,CD196,CXCR4,CD134,CD278,CD223,CD274,KLRG1,CD27,CD21-CD35,CD86,IgD,CD1d,CD138,CD117,CX3CR1,F4-80,CD192
0,1,0,2,4,0,71,0,2,7,5,0,7,3,25,13,2,22,3,4,0,1,2,4,3,0,3,0,3,1,1,2,5,0,0,6,5,1,2,2,6,2,0
1,1,1,0,0,1,7,0,0,4,0,0,11,0,12,4,2,11,0,4,1,0,1,4,1,0,2,0,2,1,0,0,0,0,0,3,2,0,0,1,6,3,0
2,0,1,1,0,0,0,0,0,0,0,1,0,0,2,2,1,7,0,0,1,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0
3,0,0,3,0,1,20,1,0,2,0,1,8,0,14,4,4,14,1,1,0,0,0,2,0,0,1,0,4,4,0,0,0,0,1,5,2,1,0,0,1,1,0
4,1,2,0,6,1,34,0,0,0,3,1,7,0,13,5,2,14,1,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,6,3,1,0,0,4,3,0
5,0,0,2,0,3,8,0,0,0,0,0,0,0,3,6,0,8,0,4,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,1,0
6,1,0,3,0,0,28,0,0,1,0,2,5,0,10,2,3,5,0,0,1,0,0,3,1,0,0,0,1,2,0,1,0,0,0,5,0,0,2,0,1,0,0
7,0,2,3,1,0,27,2,0,6,2,0,15,0,35,17,10,45,3,4,1,1,1,4,0,2,0,0,7,0,0,0,0,0,4,4,2,0,2,2,6,2,0
8,4,2,5,2,1,122,1,0,1,5,0,24,5,29,10,5,41,4,0,4,0,1,10,1,0,3,0,8,0,1,0,2,1,2,13,4,0,2,2,13,3,0
9,1,1,0,0,0,3,1,0,1,0,1,5,0,11,5,0,6,0,1,2,0,0,0,0,0,1,0,2,1,0,1,0,0,1,0,3,0,1,0,3,1,0
10,1,2,3,5,1,38,0,0,2,3,1,6,0,11,4,2,10,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,0,1
11,0,0,3,4,0,8,0,0,8,4,0,4,1,23,4,6,25,0,0,1,0,0,5,1,0,1,0,4,0,0,0,0,0,1,2,0,0,0,2,1,1,1
12,0,1,0,0,1,2,0,0,3,0,0,3,0,6,2,0,7,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,3,0,2,0,0,0,0,1,0
13,0,1,0,0,1,8,0,0,1,0,1,2,0,10,1,0,12,0,0,1,0,0,2,1,0,1,0,2,0,0,0,0,0,0,4,0,0,0,1,3,1,1
14,1,0,0,2,2,16,0,0,1,0,2,3,0,6,2,4,8,2,0,2,0,0,2,3,0,1,0,2,1,0,0,0,0,1,0,1,0,3,0,3,0,0
15,0,0,2,0,1,4,0,0,0,1,0,2,0,5,3,2,9,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0
16,1,3,2,3,1,32,0,1,8,0,0,5,4,16,5,2,23,0,3,0,0,1,5,1,0,0,0,1,0,0,0,0,0,1,6,1,0,0,4,1,2,1
17,1,1,1,7,1,6,0,1,3,2,0,6,3,13,10,2,14,1,2,0,1,3,3,1,0,0,0,2,0,1,0,1,1,0,6,0,0,0,0,6,1,0
18,0,0,1,6,1,19,2,0,2,2,0,5,1,9,7,1,15,2,5,0,0,1,6,0,1,0,0,3,1,0,0,0,1,0,4,1,1,0,3,1,1,0
19,1,0,2,2,0,7,1,0,2,0,0,3,0,0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,4,0,0
20,0,0,6,4,1,33,0,0,4,3,0,7,3,20,14,3,12,0,2,3,0,4,6,2,0,2,0,4,1,0,1,0,1,2,4,1,0,0,0,2,0,0
21,0,0,0,3,2,28,0,0,1,2,0,5,0,7,6,1,8,0,3,1,0,0,3,1,0,1,0,1,0,0,0,0,1,0,2,0,1,0,0,4,1,0
22,0,2,2,1,0,32,10,0,0,3,1,4,0,10,9,2,17,1,2,0,0,2,0,1,0,1,0,3,0,0,0,0,0,0,2,1,0,2,0,6,0,0
23,0,1,7,3,2,1,0,0,7,0,1,5,1,17,9,2,19,0,1,2,0,2,5,0,1,2,0,6,0,0,0,0,2,1,6,0,0,3,0,1,1,0
24,0,1,1,5,0,4,0,1,3,0,2,3,0,5,3,1,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0
25,1,0,1,0,1,16,0,0,0,3,0,4,1,7,1,4,12,1,1,2,1,0,4,1,0,2,0,1,0,0,0,0,0,2,6,2,0,0,1,4,0,0
26,1,0,0,44,0,5,0,0,1,0,0,1,0,6,1,1,7,0,1,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0
27,1,0,0,3,0,33,0,0,3,3,4,16,2,9,6,2,23,1,2,3,0,1,5,0,0,3,1,2,0,0,0,0,0,0,4,1,0,3,4,2,0,0
28,1,1,0,0,1,0,0,0,1,0,0,3,1,7,1,0,8,0,1,0,0,0,1,1,0,1,1,2,1,0,0,0,0,0,3,1,0,0,0,0,0,0
29,1,2,1,0,1,7,0,0,1,0,1,5,6,8,3,2,10,0,1,1,0,0,3,0,0,2,0,2,0,0,0,0,0,2,6,2,0,3,0,1,0,1
30,0,0,0,0,0,3,1,0,0,0,1,5,0,7,3,0,1,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,5,1,0,1,0,0,0,0
31,0,2,0,8,1,52,1,1,0,0,0,2,3,6,12,2,7,1,2,0,0,1,7,2,0,0,0,0,2,0,6,0,0,0,2,0,0,3,10,4,0,0
32,0,2,0,1,1,19,0,1,3,3,2,14,2,24,15,2,30,1,3,5,0,3,4,0,0,0,0,3,0,0,0,1,0,1,5,2,0,0,0,5,2,0
33,0,0,0,0,1,19,0,0,2,0,0,6,4,10,6,1,21,0,0,5,0,0,5,1,0,1,1,2,0,0,0,0,0,0,0,1,0,2,1,1,0,0
34,1,4,6,1,3,67,1,0,8,4,2,21,2,40,15,8,45,2,0,0,1,2,8,0,0,0,0,7,2,1,3,0,0,8,7,5,1,4,4,3,2,1
35,1,0,1,0,0,6,0,0,0,0,0,3,0,6,6,2,9,0,1,2,0,2,6,1,0,0,0,2,1,0,1,0,0,0,2,0,0,0,1,1,0,0
36,0,2,0,0,0,0,0,0,2,0,0,4,1,6,3,1,2,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,0,0,1,12,0,9,0,0,4,3,0,4,4,17,8,1,19,0,1,0,1,1,2,0,0,0,2,1,0,0,0,1,0,0,2,1,0,0,4,1,1,0
38,2,0,2,4,1,29,2,0,4,2,0,15,2,25,17,3,38,2,0,1,0,1,4,0,0,3,0,6,0,0,0,0,1,5,6,4,0,2,4,8,0,0
39,1,1,0,0,0,2,0,0,2,0,0,4,2,8,1,1,8,0,1,1,0,1,1,0,0,3,0,3,0,0,1,0,0,0,2,1,0,0,1,3,0,0
40,0,0,0,0,0,3,1,0,1,1,0,5,0,13,4,4,14,0,2,1,0,0,0,1,0,0,0,3,0,0,0,2,0,0,2,0,0,0,2,3,0,1
41,0,0,4,4,0,8,1,0,2,0,1,5,0,6,10,2,11,0,0,3,0,0,0,2,0,2,0,0,0,0,0,1,0,1,2,1,0,2,1,1,0,0
42,2,1,1,3,1,2,0,0,3,3,1,2,1,5,2,1,12,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,2,1,0,1,2,0,1,0
43,1,2,5,1,2,76,0,0,6,4,0,18,0,25,18,5,25,0,0,2,3,2,6,0,0,5,0,8,0,0,2,0,0,1,3,5,0,0,2,9,0,0
44,2,2,3,3,1,17,0,0,4,0,0,12,2,16,9,3,27,0,5,0,0,1,7,0,0,4,0,4,1,0,0,0,0,1,4,2,0,0,3,9,2,0
45,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46,1,0,4,0,0,5,1,0,2,0,0,6,2,9,4,0,13,0,2,1,0,0,4,0,0,1,0,0,0,0,0,0,0,2,4,0,0,3,0,3,0,0
47,0,1,3,2,1,1,1,1,1,0,1,5,2,12,2,1,14,0,1,0,0,0,0,0,0,1,0,4,1,0,0,0,0,1,4,2,0,1,0,1,2,0
48,1,2,6,10,0,66,1,0,5,4,0,12,2,24,11,3,35,2,3,0,1,4,7,0,0,3,0,5,0,0,0,0,1,3,8,1,0,0,6,3,3,0
49,0,0,1,3,0,10,0,0,3,0,0,8,0,8,3,2,12,1,0,2,0,2,3,1,0,1,0,2,0,0,1,0,0,0,3,1,0,0,1,1,0,0
50,1,0,1,0,1,6,0,0,1,0,1,2,1,9,3,4,9,2,3,0,0,0,5,0,0,0,0,1,1,1,0,0,0,1,2,1,0,3,0,3,1,0
51,1,0,2,1,2,24,0,0,3,2,0,11,2,14,10,3,11,0,2,0,0,1,2,1,1,3,1,7,0,0,0,0,1,1,2,1,0,0,3,7,2,0
52,1,1,0,0,2,5,0,0,1,0,0,2,0,7,4,1,10,0,0,2,0,1,0,0,1,0,0,1,0,0,0,2,2,0,2,0,0,3,1,0,0,1
53,0,0,0,2,0,0,2,1,1,0,0,5,0,4,8,1,8,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,1
54,1,1,1,5,1,3,0,0,2,2,1,6,0,15,7,2,14,1,2,0,0,0,2,1,0,0,0,1,0,0,0,1,0,1,5,1,0,0,1,5,1,1
55,1,0,4,3,0,34,0,0,2,0,3,10,2,9,10,3,14,1,3,1,0,1,0,0,0,0,1,3,1,0,0,1,0,7,4,0,0,0,6,1,0,0
56,2,0,4,4,0,35,0,0,5,5,0,12,2,24,4,3,22,0,3,2,0,0,5,1,0,5,0,6,0,0,1,0,0,0,7,2,0,0,6,2,0,1
57,1,2,6,1,2,10,0,0,1,4,1,13,3,20,5,10,29,0,1,3,0,0,3,1,0,1,0,4,0,0,0,2,1,2,8,4,0,0,1,5,1,0
58,0,0,3,0,3,8,0,2,3,0,1,4,0,15,5,0,12,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,2,0,1,1,1,0
59,2,0,0,1,1,7,0,0,6,3,0,14,0,28,8,2,30,1,4,0,0,1,6,2,0,2,0,0,0,0,0,0,0,2,7,3,0,3,3,1,0,1
60,1,0,1,0,0,12,0,0,5,2,2,7,1,10,9,2,8,1,0,1,0,2,3,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0
61,2,3,2,3,1,6,1,0,0,0,0,5,0,8,84,1,3,1,6,0,0,1,3,0,15,3,0,4,1,0,0,0,0,0,7,6,1,3,0,6,0,1
62,0,2,3,4,0,6,0,0,6,2,2,7,2,10,81,3,28,0,2,0,0,2,2,0,0,4,0,3,0,0,0,0,0,5,0,0,0,0,0,2,3,0
63,0,0,0,0,0,1,0,0,1,0,0,3,1,8,2,3,9,0,0,2,0,1,1,0,0,0,0,1,1,0,2,0,0,1,2,3,0,0,2,0,0,1
64,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0
65,0,2,2,5,1,21,0,0,2,3,1,10,3,13,11,5,28,0,4,0,1,1,6,1,2,0,0,5,0,0,0,1,0,3,4,1,0,0,3,5,0,0
66,1,2,2,1,0,16,0,0,2,2,0,10,0,18,11,2,19,0,6,0,1,2,3,1,1,0,0,0,1,0,0,1,1,0,6,4,0,0,4,5,1,0
67,0,0,1,0,0,25,2,0,2,2,0,2,0,15,5,2,10,1,3,1,0,0,4,1,0,3,0,1,1,0,0,1,0,1,2,0,0,2,0,1,3,0
68,1,0,5,0,0,3,0,0,3,4,0,3,0,10,5,3,4,0,2,1,0,1,5,0,0,2,0,2,0,0,0,0,0,0,3,0,0,0,2,5,1,0
69,0,3,5,5,2,102,3,1,7,2,0,13,4,38,14,8,33,2,3,2,1,2,11,2,3,3,0,7,0,0,0,3,0,3,11,1,0,0,3,13,4,1
70,0,1,4,3,2,5,0,0,2,3,0,6,0,15,3,1,16,0,1,0,0,1,6,0,0,0,1,2,4,0,0,1,0,0,4,1,0,0,0,1,0,0
71,2,0,5,0,0,3,0,0,3,2,0,13,2,8,7,9,8,0,0,0,0,1,3,1,0,2,1,4,0,0,0,0,1,0,4,2,0,2,0,5,1,0
72,0,1,4,4,1,13,0,0,1,3,0,7,1,15,2,1,18,1,1,1,1,1,3,0,1,1,0,1,0,0,1,0,0,0,3,2,1,2,0,1,0,0
73,0,0,0,0,2,10,1,0,0,2,0,6,0,10,4,4,14,0,0,1,0,1,2,0,2,0,0,2,3,0,0,0,0,0,3,0,0,0,1,1,3,0
74,0,0,2,3,2,27,0,0,5,2,0,3,0,6,15,3,10,0,0,1,0,1,2,1,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0,1,0,0
75,1,4,2,0,1,0,0,0,2,3,0,9,1,17,12,1,16,0,0,0,0,0,3,0,0,0,0,5,0,0,1,1,0,2,4,0,0,0,0,1,1,0
76,1,0,5,1,1,42,1,0,3,0,2,11,0,19,12,2,25,1,3,0,1,2,0,1,0,0,0,3,2,0,0,1,0,2,4,1,1,0,2,8,3,0
77,1,0,2,1,1,34,0,0,2,2,0,9,2,18,2,3,17,0,4,1,0,1,0,0,0,1,0,3,0,0,0,0,0,2,2,2,0,0,0,4,1,3
78,0,1,2,3,0,4,0,0,2,2,0,5,1,14,8,1,12,0,1,0,0,2,3,0,1,2,0,3,0,0,0,0,0,0,2,1,0,0,2,1,0,0
79,2,1,4,0,1,13,0,0,3,3,0,5,0,15,3,3,16,0,0,0,0,2,5,0,1,1,1,3,1,0,1,0,0,0,8,2,0,2,0,1,0,0
80,2,2,3,4,0,12,0,0,3,0,3,10,2,26,18,4,30,4,2,2,0,1,6,1,0,3,0,4,0,0,0,0,0,2,7,2,0,2,0,5,3,0
81,0,0,0,0,1,29,0,0,0,0,0,3,1,4,2,0,2,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,1
82,1,4,5,3,1,6,1,0,5,3,0,12,0,19,12,5,31,0,0,7,1,2,2,2,0,0,1,3,0,0,0,0,0,0,8,3,0,2,0,9,1,1
83,0,3,1,2,1,11,0,2,0,0,0,6,0,6,9,1,7,0,0,1,0,1,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
84,1,0,1,2,1,5,0,0,1,0,0,5,1,14,5,0,6,0,1,0,0,1,5,1,0,0,0,1,0,0,0,0,0,1,4,1,0,1,1,1,0,0
85,0,2,0,0,0,3,0,0,1,0,0,5,0,4,2,1,3,0,1,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,2,2,1,0,27,0,0,0,0,0,7,2,13,14,1,19,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,2,0,2,0,6,3,0
87,1,0,0,2,0,5,0,0,0,1,0,3,2,5,3,0,9,1,0,0,0,1,4,0,0,2,0,1,0,0,0,0,1,0,3,1,0,0,1,0,0,0
88,1,2,4,1,1,61,2,0,4,2,2,21,4,39,8,3,28,0,4,0,0,1,9,1,1,2,0,4,4,0,2,0,0,1,7,3,0,5,0,11,2,0
89,1,0,1,3,0,11,0,2,5,3,1,6,1,14,2,1,26,1,3,2,0,1,4,2,0,2,0,6,0,0,0,1,0,0,5,3,0,0,1,1,3,0
90,0,0,0,4,0,8,0,1,3,2,0,9,0,8,4,5,17,0,0,3,0,0,2,0,0,1,0,2,1,0,0,1,0,1,5,3,0,0,0,6,0,0
91,1,0,1,4,0,9,1,0,3,2,0,6,0,8,4,2,11,0,1,1,0,0,5,2,0,2,0,3,0,0,0,1,2,1,3,1,0,2,0,1,2,1
92,1,0,1,2,1,4,0,0,3,0,0,2,0,11,1,2,21,1,1,4,0,1,5,2,1,3,1,1,0,1,0,2,0,0,2,2,0,0,0,5,0,0
93,0,0,0,0,3,1,0,0,0,2,0,4,0,6,6,1,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2
94,0,0,0,2,1,11,0,0,1,2,0,5,0,8,3,1,10,0,1,0,1,1,5,0,0,2,0,1,1,0,0,1,0,1,2,3,0,0,0,1,2,0
95,0,0,0,6,0,13,0,0,4,0,0,17,1,10,9,2,20,0,1,0,0,3,7,2,0,1,0,3,0,0,0,0,0,0,6,0,0,3,1,1,1,0
96,2,1,3,2,0,18,0,0,0,3,1,4,0,10,2,3,13,0,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,1,1,0
97,2,0,0,2,1,1,0,0,1,1,0,1,0,6,2,0,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0
98,1,2,5,7,2,10,1,0,8,2,0,20,4,31,13,7,36,1,3,0,0,1,11,0,1,5,0,2,2,0,1,1,0,2,10,4,0,0,1,8,4,0
99,0,1,1,0,2,4,2,0,3,0,0,7,0,19,4,1,14,0,0,1,1,1,3,1,0,0,0,2,0,0,1,0,0,2,2,2,0,0,1,1,0,1
100,0,0,2,0,1,2,1,1,0,3,0,3,1,10,4,4,15,0,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,1,1,1,0
101,0,1,1,2,1,7,0,1,0,4,0,5,1,10,5,1,9,0,0,0,0,0,2,0,0,1,0,4,0,0,1,0,0,0,3,2,0,0,2,1,1,0
102,0,2,3,1,0,30,1,0,1,0,1,5,0,15,4,2,47,0,3,0,0,1,13,2,1,3,0,4,0,0,0,0,0,2,5,1,1,3,3,9,3,0
103,1,3,4,3,0,25,0,0,1,2,0,4,0,7,4,7,13,0,4,0,0,1,0,0,0,4,0,4,0,0,0,1,0,2,3,2,0,0,3,6,1,2
104,1,0,3,4,1,10,0,0,2,0,0,5,0,10,2,6,14,0,0,1,1,1,2,0,0,2,0,0,1,1,0,0,0,1,3,1,0,0,4,1,0,0
105,0,0,5,1,1,35,0,0,2,2,0,11,0,20,5,4,18,3,5,3,0,1,6,0,0,3,1,0,0,0,0,0,0,1,5,3,0,6,3,5,2,0
106,3,3,0,0,1,8,0,0,4,2,0,6,0,13,6,3,11,0,3,0,0,0,4,4,0,4,0,0,2,0,0,0,0,1,2,2,0,0,2,1,0,1
107,1,0,3,0,1,3,0,0,2,2,0,7,0,6,7,1,8,0,1,1,0,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
108,0,0,2,5,0,2,0,0,3,1,1,3,0,8,3,1,11,0,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,4,1,0,1,2,3,3,0
109,1,0,1,2,2,5,0,0,0,0,0,8,0,10,7,1,6,0,1,1,0,0,2,1,0,0,0,2,1,0,0,0,0,1,3,0,1,0,1,1,0,0
110,2,2,5,6,0,34,0,0,2,5,3,21,2,27,12,7,29,2,2,0,0,1,2,3,1,1,1,4,0,1,0,0,0,3,12,5,0,0,0,10,2,0
111,1,0,4,5,0,7,0,0,3,4,0,7,0,4,1,3,17,0,1,1,0,0,3,1,0,1,0,0,1,0,0,1,0,0,3,1,0,0,1,1,0,0
112,0,2,4,6,1,13,3,0,6,4,0,7,0,28,78,2,33,0,2,0,0,11,42,1,0,0,0,2,0,0,0,0,0,1,5,2,0,0,3,3,3,0
113,1,4,5,1,1,25,2,0,5,0,0,11,3,24,10,4,31,0,4,2,0,0,4,2,1,1,0,4,1,0,3,0,0,1,9,1,0,3,2,2,0,0
114,0,0,0,0,0,4,0,0,1,0,0,6,0,15,10,2,12,0,0,2,0,0,3,2,0,1,0,0,1,0,0,1,0,1,2,4,1,0,1,5,1,0
115,2,0,0,3,2,1,0,0,1,0,0,6,0,6,1,0,13,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,1,0,0,1
116,3,0,1,4,1,7,1,0,2,2,0,5,0,6,4,0,13,3,1,1,0,1,2,0,0,1,0,1,1,1,0,0,0,2,3,3,0,0,1,1,0,1
117,0,1,3,9,0,7,0,0,3,2,0,9,0,19,11,3,23,0,3,2,1,2,4,1,0,1,1,6,1,0,0,0,0,2,4,2,0,3,0,1,1,0
118,1,0,1,0,1,5,0,0,2,0,0,2,1,9,4,0,15,1,1,1,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0
119,0,0,0,0,1,9,1,0,2,0,0,1,0,1,9,1,6,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,4,1,0,0,0,3,2,1
120,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
121,0,0,0,2,1,10,0,0,0,0,0,1,0,6,6,1,14,1,2,1,0,0,3,0,0,1,0,1,0,0,1,0,0,2,3,1,0,2,1,3,0,0
122,1,0,4,0,0,5,1,0,2,0,2,6,1,11,10,2,21,0,3,1,0,1,2,2,1,1,0,2,2,1,0,0,0,1,5,0,0,0,3,4,0,0
123,0,0,0,0,1,4,0,0,6,2,0,2,4,6,10,1,16,0,1,1,0,0,3,3,0,0,0,1,0,1,0,0,0,2,3,0,0,0,0,3,0,0
124,0,0,0,2,0,5,0,0,0,1,0,0,2,2,2,1,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
125,0,1,2,5,1,1,0,0,2,3,1,4,0,10,6,3,11,0,0,0,0,1,7,1,0,0,0,2,0,0,0,1,0,1,3,2,0,0,0,5,0,0
126,1,1,4,3,0,11,0,0,3,0,0,9,1,16,10,1,17,0,3,0,0,0,4,1,0,4,0,1,2,0,0,0,1,1,8,3,0,2,0,8,4,0
127,2,0,2,1,1,14,1,0,2,6,1,14,2,12,9,4,23,0,4,1,0,0,0,0,0,1,0,4,0,0,0,0,1,2,6,3,0,0,0,1,1,0
128,1,1,0,0,0,15,0,0,0,1,0,2,0,4,3,0,8,0,2,0,0,0,4,0,0,0,0,3,2,0,0,0,0,0,2,1,0,0,0,3,0,0
129,1,0,4,0,0,7,0,0,2,0,0,9,3,10,7,0,18,0,1,1,1,3,2,0,0,2,0,1,0,0,1,1,0,2,3,2,0,0,2,4,1,1
130,3,0,1,6,2,13,0,0,0,0,0,6,0,10,8,5,19,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0
131,2,0,0,2,0,7,0,0,2,0,1,1,0,10,7,2,11,1,0,0,0,1,4,1,0,0,0,2,0,0,0,0,0,1,2,4,0,0,0,3,0,0
132,2,4,1,2,1,3,0,0,0,1,1,11,3,4,1,1,10,0,4,2,0,0,2,0,0,0,0,4,1,0,0,0,0,1,3,2,0,0,1,3,1,0
133,0,1,1,0,1,2,0,0,1,2,0,4,2,10,5,3,11,0,0,1,0,0,2,1,0,2,0,2,0,0,1,0,0,3,0,0,0,0,1,1,0,0
134,1,2,0,1,0,18,0,0,2,2,1,11,4,19,8,2,16,0,0,1,0,1,3,0,0,0,0,3,0,0,0,0,1,2,4,1,0,0,3,1,1,0
135,0,0,0,0,1,5,0,0,1,0,0,4,0,7,5,0,12,1,0,1,0,0,2,0,0,1,1,3,1,0,0,0,0,0,4,1,0,1,2,1,0,0
136,0,0,2,5,0,1,1,1,2,2,1,3,1,13,15,1,13,0,0,0,0,1,4,0,0,1,0,2,0,0,0,0,0,0,4,1,0,0,0,1,0,0
137,0,0,4,4,0,38,0,0,6,6,0,17,2,27,12,3,33,3,2,0,1,1,6,2,0,3,0,7,0,0,0,0,0,5,6,6,0,0,0,2,2,1
138,1,0,0,0,1,14,1,0,2,2,1,6,0,15,18,0,11,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,2,2,0,0,1,4,1,1
139,1,0,0,2,1,5,1,0,2,2,1,2,0,11,11,0,14,0,1,1,0,0,3,0,0,0,0,2,3,1,0,0,0,1,2,2,0,2,2,1,0,0
140,0,3,3,0,2,4,0,0,2,2,1,5,0,11,5,2,11,0,0,1,0,1,2,1,0,0,0,3,0,0,0,1,0,1,2,1,0,0,2,1,2,0
141,0,0,0,2,0,2,1,0,0,0,0,4,0,3,2,1,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,1,0
142,1,0,2,3,0,13,0,1,3,2,0,10,1,15,12,1,15,1,1,3,0,1,3,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,1
143,1,0,6,1,2,23,1,0,4,4,0,11,4,22,6,2,31,3,3,1,0,2,3,0,0,9,0,8,2,1,1,2,0,1,4,1,0,0,3,8,2,0
144,0,0,5,2,2,2,0,0,4,2,0,5,1,16,5,5,14,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,2,1
145,1,0,0,2,1,6,0,0,0,0,0,5,0,7,7,2,7,0,4,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,5,1,0
146,0,2,6,1,1,53,0,0,5,0,0,14,2,21,8,2,25,0,3,2,2,5,2,0,0,3,0,6,0,0,1,0,0,1,3,4,0,0,3,2,0,0
147,0,2,3,4,0,26,1,1,3,5,0,12,2,26,13,6,31,2,3,2,0,3,4,1,0,6,0,8,0,0,0,2,0,0,0,4,0,3,4,2,3,1
148,0,1,2,0,0,4,0,0,0,3,0,7,1,9,7,3,10,0,2,1,0,0,2,1,0,1,0,0,1,0,0,2,0,1,4,2,0,2,1,1,0,0
149,2,0,0,3,0,13,0,0,2,0,1,7,0,14,7,2,20,0,0,0,0,0,8,1,0,0,0,5,0,0,0,0,1,0,6,3,0,0,1,1,0,0
150,0,3,1,0,1,7,0,0,1,0,0,6,1,13,7,1,21,0,0,3,1,1,2,0,0,0,0,4,0,0,0,1,0,0,3,0,0,0,1,1,0,1
151,1,0,0,4,1,6,0,0,2,2,2,4,0,6,3,3,8,1,2,1,0,1,2,2,1,1,0,1,0,0,0,0,0,2,2,5,0,3,1,3,0,0
152,0,1,0,0,0,24,1,0,3,0,2,7,1,9,2,1,14,0,3,1,0,2,2,3,0,0,0,3,2,0,0,0,2,0,0,1,0,0,0,6,0,0
153,0,0,3,3,1,37,0,0,2,2,1,7,0,10,5,0,16,0,0,0,0,0,2,3,0,0,0,2,0,0,1,0,0,1,2,0,0,0,0,1,0,1
154,1,0,4,3,1,9,0,1,3,2,1,12,0,11,8,2,13,1,0,5,1,0,3,0,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,4,0,0
155,1,5,0,1,1,17,0,0,2,2,0,8,4,14,5,5,14,1,0,2,0,0,2,2,1,1,0,4,0,0,1,1,2,1,6,0,0,0,1,9,3,0
156,1,0,3,1,4,12,2,0,7,4,0,11,3,15,5,1,25,1,0,1,0,0,4,0,1,2,0,2,0,0,0,0,0,1,2,4,1,0,0,4,1,0
157,0,0,3,5,0,8,0,0,3,0,0,7,0,16,13,2,25,0,1,2,1,0,0,0,0,1,0,6,0,0,1,0,1,1,0,2,0,0,1,4,3,1
158,4,0,3,9,1,36,0,0,3,3,0,12,4,22,10,5,16,0,3,5,0,1,4,0,0,0,0,2,0,1,0,0,0,2,8,2,1,0,0,6,3,0
159,1,2,2,5,0,140,0,1,8,3,0,10,0,28,7,3,40,4,3,4,0,0,9,2,0,4,0,6,0,0,0,3,0,4,11,1,0,0,2,11,2,1
