CD3,CD4,CD8a,CD69,CD62L,CD44,CD25,CD127,TCRgd,CD19,IgM,CD335,NK-1.1,CD90.2,I-A-I-E,CD45R,CD11b,CD172a,XCR1,CD103,CD64,CD11c,CD24,CD326,CD195,CD196,CXCR4,CD134,CD278,CD223,CD274,KLRG1,CD27,CD21-CD35,CD86,IgD,CD1d,CD138,CD117,CX3CR1,F4-80,CD192,Species,Sample
2,0,2,5,0,10,0,0,3,0,3,19,2,31,7,3,29,1,1,0,0,0,14,1,0,2,0,4,0,1,1,0,0,4,5,5,2,0,3,14,4,0,HUMAN,OXA3
3,3,5,11,2,38,0,0,10,5,0,10,4,52,13,4,51,3,1,2,1,3,5,2,0,3,0,4,1,2,0,0,0,0,11,3,0,4,1,7,2,1,HUMAN,OXA3
0,0,2,7,2,2,1,0,5,1,4,6,3,20,8,3,17,1,0,1,1,1,4,1,0,1,0,4,0,0,1,0,0,1,7,1,0,4,1,2,1,0,HUMAN,OXA3
2,1,0,2,0,7,0,0,4,1,3,10,2,14,6,2,12,0,5,0,0,0,5,0,0,1,0,2,1,0,0,0,0,2,6,4,0,3,1,5,1,2,HUMAN,OXA3
0,2,4,3,0,3,0,0,5,1,2,8,1,34,1,7,14,4,2,0,0,0,4,1,0,3,0,5,0,0,2,1,0,0,7,2,0,1,2,2,1,1,HUMAN,OXA3
1,0,1,6,0,6,2,0,1,2,0,8,3,24,5,5,25,1,4,1,1,0,5,1,0,4,0,8,1,1,1,0,0,3,10,2,0,0,0,4,1,1,HUMAN,OXA3
1,0,0,0,0,4,0,0,0,0,0,1,1,1,4,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,2,0,0,HUMAN,OXA3
0,1,4,1,0,46,2,0,2,2,2,16,0,29,5,5,26,0,1,0,0,1,6,1,1,2,0,5,0,0,2,3,0,1,3,2,1,2,1,2,1,0,HUMAN,OXA3
0,0,0,3,1,35,1,0,2,2,0,10,2,9,5,3,13,0,2,1,1,0,6,0,1,2,0,1,0,0,0,0,0,1,5,1,0,0,0,5,2,0,HUMAN,OXA3
1,2,0,3,0,2,2,0,5,0,1,10,2,19,12,1,21,2,0,1,2,1,4,0,0,3,0,1,1,0,1,0,1,1,12,0,0,0,4,1,1,1,HUMAN,OXA3
1,1,4,8,1,17,1,0,3,0,2,12,1,21,6,4,30,0,1,2,1,0,7,0,0,1,0,5,0,0,2,0,1,1,11,3,0,2,0,8,0,1,HUMAN,OXA3
1,0,7,4,3,42,2,0,6,2,1,19,2,18,1,3,36,0,3,3,1,1,5,0,1,0,0,7,0,0,1,1,0,3,6,6,0,1,1,4,0,1,HUMAN,OXA3
1,0,4,3,0,9,1,0,3,0,0,10,0,19,3,0,16,0,3,0,0,2,0,2,0,3,0,2,1,0,1,0,0,2,8,1,1,1,3,4,0,0,HUMAN,OXA3
3,1,5,3,2,7,1,1,6,0,3,17,3,34,6,5,34,1,2,5,2,1,8,2,0,2,0,4,0,1,1,0,0,1,15,4,0,0,1,4,2,2,HUMAN,OXA3
3,2,1,7,2,1,2,1,2,0,1,10,1,13,5,3,15,0,1,0,0,0,2,0,0,4,0,4,1,0,0,2,0,1,3,2,1,2,0,3,2,0,HUMAN,OXA3
0,0,3,4,1,3,0,2,1,0,0,3,0,16,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,1,4,0,0,HUMAN,OXA3
0,0,1,2,1,8,2,0,0,3,2,9,0,32,4,0,17,0,1,1,0,0,4,0,0,1,0,4,0,0,0,0,0,1,8,1,0,2,4,2,1,0,HUMAN,OXA3
3,2,5,6,3,15,1,0,6,5,0,26,0,44,27,7,219,3,4,1,1,5,13,1,0,4,0,6,0,0,9,0,0,0,32,3,0,0,7,7,2,0,HUMAN,OXA3
1,1,1,6,0,7,4,0,2,2,1,10,2,18,9,2,24,1,1,1,0,0,4,1,0,0,0,3,0,0,2,0,1,0,1,2,0,3,1,4,0,0,HUMAN,OXA3
1,6,4,6,1,7,0,0,2,3,0,9,3,31,5,2,20,0,1,1,0,1,2,2,0,3,1,3,0,0,1,2,0,1,7,3,0,1,1,5,1,1,HUMAN,OXA3
1,0,3,5,0,35,0,1,4,3,2,11,2,23,3,6,31,1,4,1,1,0,6,0,1,1,0,9,1,0,0,0,0,1,10,1,1,1,1,12,3,3,HUMAN,OXA3
0,1,0,4,1,3,0,0,0,0,0,2,1,8,1,0,5,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,3,0,0,1,2,0,0,HUMAN,OXA3
1,1,1,6,2,6,1,0,4,3,1,5,1,13,3,2,7,0,0,1,0,1,4,0,0,1,0,3,0,0,0,0,1,2,5,1,0,2,1,3,4,0,HUMAN,OXA3
1,1,2,2,1,25,2,0,4,1,1,8,2,27,4,5,22,0,4,0,0,1,5,0,1,2,0,3,0,1,1,1,0,2,7,4,0,2,2,4,3,0,HUMAN,OXA3
4,1,3,2,0,1,0,0,4,1,1,9,1,8,1,1,8,0,1,0,0,0,2,0,1,2,0,2,0,0,0,0,0,1,6,0,0,0,1,1,2,0,HUMAN,OXA3
0,0,3,6,1,1,2,0,2,0,0,7,3,29,0,2,19,2,2,1,0,2,5,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,4,1,0,HUMAN,OXA3
3,3,9,4,3,8,0,0,2,1,1,12,0,27,9,5,33,0,4,1,0,1,4,0,0,1,0,3,0,0,0,0,0,2,8,2,0,2,4,9,1,3,HUMAN,OXA3
2,1,3,4,0,13,1,0,3,1,3,17,0,35,3,2,17,0,3,18,0,4,0,3,0,0,0,3,1,0,1,0,0,1,3,4,0,1,4,10,0,0,HUMAN,OXA3
1,1,3,3,1,4,1,0,5,1,0,5,2,18,2,2,16,2,0,0,1,1,6,1,0,2,0,2,1,0,1,2,2,1,7,4,1,2,1,4,1,0,HUMAN,OXA3
4,5,4,8,2,16,2,0,7,4,1,20,3,28,10,9,23,0,7,2,1,0,4,0,0,5,0,5,0,0,4,1,0,4,3,3,0,0,1,14,1,1,HUMAN,OXA3
0,0,4,2,0,92,1,0,8,1,1,12,2,28,13,4,22,0,1,0,3,2,4,1,0,4,0,2,2,0,1,1,0,1,7,5,0,2,3,6,3,1,HUMAN,OXA3
2,2,11,12,0,14,1,2,4,4,0,21,3,53,11,3,46,0,3,1,2,0,10,2,0,3,0,15,2,0,1,0,0,4,9,4,0,1,5,11,3,1,HUMAN,OXA3
0,0,1,5,0,1,0,0,1,1,4,4,1,11,1,1,9,0,4,1,0,0,3,1,0,1,0,2,1,1,0,1,0,2,3,1,0,1,0,4,2,1,HUMAN,OXA3
1,0,2,4,0,2,1,0,3,1,0,6,3,9,4,3,11,0,2,2,1,0,4,0,1,2,0,0,0,0,1,0,0,1,4,1,0,0,3,3,0,1,HUMAN,OXA3
1,0,4,2,1,5,0,0,3,0,1,5,3,12,2,3,16,1,5,0,0,2,3,0,2,2,1,1,0,1,0,2,1,2,1,1,0,0,2,5,2,0,HUMAN,OXA3
1,1,6,8,0,3,0,0,2,3,1,11,4,26,8,3,35,0,4,2,0,0,11,0,2,1,0,2,0,1,0,0,0,1,9,3,2,0,2,5,2,2,HUMAN,OXA3
1,3,3,2,0,0,0,0,3,2,0,6,1,7,2,4,23,1,2,1,0,0,6,1,0,0,0,1,2,0,0,1,1,3,6,2,0,0,0,4,1,2,HUMAN,OXA3
1,0,5,5,0,13,1,1,3,3,0,10,0,32,5,1,26,0,2,0,1,1,7,1,0,1,0,1,2,1,0,1,0,1,9,2,1,1,4,10,0,0,HUMAN,OXA3
1,3,0,3,1,0,0,1,2,2,0,6,1,11,4,2,9,1,1,0,1,0,2,0,1,2,0,1,0,0,0,0,0,4,7,4,1,0,1,9,0,1,HUMAN,OXA3
2,1,11,5,1,41,0,0,5,2,3,21,1,28,7,1,36,1,2,0,2,2,3,2,1,3,2,5,2,1,0,0,0,2,10,1,0,0,1,10,1,0,HUMAN,OXA3
2,0,1,4,0,11,2,0,6,2,1,11,0,17,6,3,19,2,3,0,0,0,4,2,1,0,0,3,2,0,2,1,0,3,4,3,0,3,3,7,3,0,HUMAN,OXA3
1,5,3,9,0,44,1,0,2,2,2,13,1,35,1,2,27,0,2,1,0,2,6,3,0,2,0,6,0,0,0,3,0,2,7,4,0,1,1,4,1,0,HUMAN,OXA3
0,2,5,8,1,10,0,0,1,1,1,13,1,32,7,4,19,0,7,0,0,1,11,1,0,0,0,4,2,0,2,1,0,1,4,0,0,1,0,7,1,2,HUMAN,OXA3
0,0,2,9,0,11,1,0,2,0,0,7,0,33,5,2,19,1,0,0,0,0,3,0,0,2,0,6,1,0,2,1,1,0,6,3,1,2,4,5,0,0,HUMAN,OXA3
3,0,4,2,0,11,2,0,3,0,0,5,0,22,5,2,16,1,0,1,0,1,3,0,1,0,0,4,0,0,0,2,0,0,2,1,0,1,4,8,2,2,HUMAN,OXA3
0,0,6,3,0,20,0,0,5,1,1,23,4,41,9,4,30,3,2,1,1,0,13,1,2,4,1,3,2,0,2,1,1,4,9,3,0,3,2,9,4,2,HUMAN,OXA3
2,0,4,7,1,7,0,0,5,3,2,9,2,27,4,1,19,1,1,1,0,0,2,2,0,2,0,5,1,0,1,1,1,2,9,3,1,2,1,8,2,0,HUMAN,OXA3
0,0,1,1,0,4,1,0,0,2,0,2,0,4,1,0,2,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,HUMAN,OXA3
3,0,0,0,1,2,0,0,1,1,3,6,3,15,4,2,5,1,1,1,0,0,3,0,0,1,0,3,1,0,2,1,0,0,6,3,0,1,1,1,0,0,HUMAN,OXA3
1,4,4,3,3,2,1,2,3,1,0,7,1,10,1,2,6,1,2,0,0,0,2,0,0,0,0,2,1,0,1,0,0,2,4,2,0,1,2,7,0,0,HUMAN,OXA3
0,0,3,2,2,7,2,0,1,2,2,4,0,18,1,2,20,1,2,1,1,1,7,0,1,2,0,7,0,0,1,0,0,1,4,3,0,0,1,6,3,1,HUMAN,OXA3
0,1,1,2,2,34,1,0,5,2,1,11,2,27,4,4,15,0,0,1,0,2,6,0,0,1,0,6,0,1,1,1,0,2,3,3,0,1,2,5,4,2,HUMAN,OXA3
2,0,5,5,0,11,0,1,1,2,0,15,4,31,4,8,21,0,3,2,0,2,5,2,0,3,0,2,0,0,0,1,0,3,12,2,0,0,8,2,0,0,HUMAN,OXA3
0,0,2,3,1,8,1,0,2,2,0,5,0,15,9,1,17,0,3,0,0,2,3,0,0,3,0,5,1,0,0,1,0,0,4,2,0,0,1,8,2,1,HUMAN,OXA3
1,3,7,4,1,3,1,1,6,2,1,7,0,21,8,4,28,3,3,3,0,0,6,0,0,1,1,1,0,0,2,1,0,2,25,5,1,0,3,7,2,1,HUMAN,OXA3
1,0,2,2,0,17,1,0,7,1,1,5,0,21,4,2,16,2,3,1,0,1,9,0,0,2,0,2,0,0,1,1,0,0,6,7,0,0,1,6,1,1,HUMAN,OXA3
1,0,1,1,0,0,2,0,0,0,2,2,1,14,1,2,5,0,1,0,0,0,4,1,1,0,0,1,1,0,0,0,0,1,6,1,0,2,0,1,4,1,HUMAN,OXA3
1,0,0,2,0,4,1,0,1,0,1,9,3,20,5,2,22,0,3,0,0,0,0,1,1,1,0,2,2,0,1,1,0,0,6,2,0,0,2,3,1,0,HUMAN,OXA3
1,1,5,1,1,18,2,1,1,1,1,11,0,13,8,7,18,4,3,1,0,1,2,1,1,3,0,1,0,0,0,1,1,0,4,2,0,2,0,5,2,0,HUMAN,OXA3
0,3,4,7,2,44,0,0,6,2,0,26,1,48,11,9,43,0,2,0,0,1,11,0,1,4,0,12,0,0,0,0,2,3,11,2,3,0,3,16,1,0,HUMAN,OXA3
2,1,1,3,1,8,0,0,4,1,1,9,3,10,3,1,13,1,1,0,1,1,3,1,0,0,0,0,2,0,0,1,0,2,6,3,1,1,1,5,1,0,HUMAN,OXA3
1,1,1,2,0,8,1,0,3,2,0,5,0,8,2,2,10,1,3,1,0,0,4,1,1,1,1,6,0,0,1,0,0,0,5,4,1,1,1,2,1,0,HUMAN,OXA3
0,1,1,2,0,8,0,0,3,0,1,6,2,14,5,1,18,1,4,1,0,1,2,1,0,0,1,5,1,0,1,0,1,1,5,3,0,0,2,2,1,0,HUMAN,OXA3
0,2,2,3,0,9,2,0,0,0,0,3,1,41,5,3,25,2,3,1,1,1,6,0,0,1,0,4,2,0,0,0,0,1,3,0,1,0,0,2,0,0,HUMAN,OXA3
0,2,6,1,0,4,1,0,4,3,1,9,0,10,6,2,22,1,0,1,0,0,6,0,0,2,0,4,0,1,0,1,1,0,8,1,0,0,2,3,0,0,HUMAN,OXA3
0,0,0,0,0,2,0,0,0,0,1,1,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,HUMAN,OXA3
0,4,2,4,2,7,1,0,2,1,1,16,1,26,7,3,29,1,3,2,0,1,9,1,1,2,0,3,0,0,1,1,2,1,2,6,0,0,0,4,1,0,HUMAN,OXA3
1,3,1,3,0,3,0,0,7,2,0,13,1,16,3,2,4,1,1,0,0,0,4,2,0,0,0,4,2,0,0,1,0,1,2,2,0,1,2,3,0,0,HUMAN,OXA3
2,1,6,5,1,4,1,0,3,2,2,12,1,60,3,2,26,0,2,0,0,1,1,0,0,2,0,4,0,0,1,1,0,2,2,2,0,1,3,8,1,1,HUMAN,OXA3
0,2,1,5,3,7,2,0,0,3,0,9,1,20,3,3,14,1,1,0,0,1,8,1,1,1,2,3,0,0,0,0,0,0,9,1,0,0,0,11,0,0,HUMAN,OXA3
2,5,3,6,1,7,2,0,7,2,1,14,2,44,10,6,31,1,2,1,0,0,6,0,0,3,0,7,1,0,3,0,1,3,12,4,1,0,2,6,1,0,HUMAN,OXA3
1,2,0,6,0,13,2,0,6,2,1,10,2,18,4,3,20,0,1,0,0,1,4,0,1,2,1,5,2,0,0,2,2,2,9,0,0,0,2,5,1,1,HUMAN,OXA3
2,2,1,4,0,22,1,0,7,0,1,14,2,27,8,5,25,3,1,0,1,2,2,0,0,1,0,4,0,1,0,0,0,2,5,2,1,1,3,5,2,0,HUMAN,OXA3
0,1,2,12,0,17,1,0,2,0,1,11,4,34,13,3,31,0,3,0,1,0,6,0,1,4,0,4,0,0,0,1,0,3,8,5,0,2,3,5,1,0,HUMAN,OXA3
0,4,1,4,0,10,11,0,4,4,0,9,1,31,9,6,15,1,3,2,0,1,7,2,0,2,1,1,0,0,1,2,1,0,3,0,0,0,2,4,1,1,HUMAN,OXA3
3,1,0,4,0,4,0,0,5,1,2,9,2,18,3,2,23,2,2,3,0,0,3,1,0,1,0,1,1,0,1,1,0,1,5,2,0,0,2,6,5,0,HUMAN,OXA3
1,0,2,4,1,1,0,0,2,0,1,3,2,6,4,4,8,0,2,0,1,0,5,1,0,3,0,3,0,0,0,0,0,0,4,3,1,2,1,1,3,0,HUMAN,OXA3
1,2,5,5,1,14,1,0,7,3,1,8,1,16,9,2,17,4,2,1,1,2,4,0,0,1,0,1,2,0,0,1,0,0,6,4,0,1,0,4,0,0,HUMAN,OXA3
2,1,1,2,1,15,2,0,3,1,1,16,0,22,6,5,29,0,3,0,1,0,8,0,2,1,0,6,0,0,1,0,2,1,5,3,0,2,0,8,2,0,HUMAN,OXA3
1,5,12,6,4,24,1,0,7,1,2,25,6,28,62,6,154,7,5,3,0,1,68,1,1,11,3,12,0,2,1,3,2,1,24,11,0,1,5,10,13,2,HUMAN,OXA3
1,1,3,6,1,1,0,0,4,2,3,14,3,17,5,9,33,3,3,1,2,1,4,1,0,3,0,4,1,0,1,0,1,4,12,3,1,2,3,4,1,0,HUMAN,OXA3
1,5,9,9,0,16,1,0,9,8,0,25,0,65,19,9,55,0,2,0,1,1,8,0,4,5,2,9,4,0,3,2,0,2,15,4,1,2,5,13,3,0,HUMAN,OXA3
5,2,1,6,0,10,3,0,2,0,1,12,2,24,9,2,23,1,4,0,0,2,4,0,0,0,0,2,1,0,1,1,1,3,2,2,1,1,3,11,2,0,HUMAN,OXA3
3,0,1,5,0,2,0,0,0,2,2,8,1,10,3,1,9,0,1,0,0,0,4,0,0,2,0,3,1,0,1,0,0,0,0,0,1,2,1,6,3,0,HUMAN,OXA3
1,1,3,6,2,7,0,0,5,2,0,4,1,12,7,8,18,1,2,5,0,0,6,2,1,1,0,10,1,0,1,0,1,3,3,0,0,1,4,4,3,0,HUMAN,OXA3
0,1,8,6,2,20,0,0,4,2,0,15,3,78,9,6,53,2,6,3,0,2,7,0,0,2,0,6,1,1,0,1,0,0,7,5,0,0,4,14,2,1,HUMAN,OXA3
3,1,4,0,0,4,2,1,0,1,1,9,3,15,6,0,13,1,2,1,0,0,4,0,0,1,0,4,2,1,0,1,0,1,1,3,0,2,0,4,0,0,HUMAN,OXA3
1,2,3,4,0,2,0,0,6,2,0,7,1,18,2,3,17,1,3,1,0,0,7,2,1,1,0,7,0,0,0,1,1,1,10,3,0,1,3,3,1,2,HUMAN,OXA3
1,4,4,10,1,9,0,0,2,1,1,13,0,18,6,1,33,0,2,1,0,1,4,1,0,3,0,4,0,1,1,0,0,1,7,4,0,2,1,6,2,0,HUMAN,OXA3
1,1,1,3,0,5,0,1,1,1,0,12,1,26,6,3,31,2,3,1,1,0,4,0,0,3,0,3,1,0,0,1,0,2,3,2,0,0,2,6,0,0,HUMAN,OXA3
1,1,1,3,1,9,0,0,4,2,0,17,3,33,6,6,27,0,2,0,2,1,8,2,2,4,0,4,0,0,0,1,0,1,8,2,1,0,2,3,3,2,HUMAN,OXA3
0,1,5,17,0,1,1,0,5,5,2,13,2,41,9,4,29,0,3,0,0,1,6,2,0,2,0,4,0,0,0,2,0,2,4,3,0,4,2,6,0,0,HUMAN,OXA3
0,3,2,3,2,4,0,0,4,1,0,15,0,23,5,1,23,0,3,2,1,0,6,1,0,0,1,5,0,0,2,0,0,0,4,4,0,0,1,2,1,0,HUMAN,OXA3
1,0,4,5,3,11,0,0,1,0,0,11,4,22,7,3,14,2,2,0,1,1,5,3,1,2,0,3,0,0,0,0,0,2,1,0,0,2,1,2,2,0,HUMAN,OXA3
3,0,1,4,0,18,2,0,2,0,1,14,2,32,6,5,35,0,4,1,0,1,8,0,0,5,0,3,0,1,1,0,0,2,6,1,0,1,6,6,1,0,HUMAN,OXA3
1,3,3,8,0,12,0,0,5,4,2,12,0,27,9,1,35,3,2,0,0,0,5,1,0,4,0,2,0,0,0,0,0,2,5,3,0,2,2,6,2,0,HUMAN,OXA3
1,2,3,3,1,5,0,0,1,1,1,10,1,23,5,4,20,1,2,2,0,1,4,0,4,2,1,1,2,0,1,0,0,1,1,1,0,0,5,3,4,0,HUMAN,OXA3
0,2,5,4,1,13,0,1,2,3,0,17,1,27,7,7,30,2,2,0,0,2,3,4,0,4,0,7,1,1,0,0,1,2,7,3,0,0,1,7,0,1,HUMAN,OXA3
0,3,5,22,3,13,0,0,6,0,3,14,2,33,4,1,22,2,3,0,2,0,7,1,2,0,0,3,1,0,0,0,1,2,9,1,0,0,1,3,3,2,HUMAN,OXA3
1,2,1,3,1,1,0,0,1,1,0,4,1,16,5,0,17,0,2,2,0,0,3,1,0,1,0,1,0,0,0,0,0,0,2,1,0,1,3,2,1,0,HUMAN,OXA3
0,1,1,1,1,4,2,0,4,0,1,6,1,7,2,1,13,0,0,0,0,1,2,1,0,1,0,2,0,0,1,0,0,0,5,1,0,0,0,1,3,0,HUMAN,OXA3
0,0,1,0,0,0,0,0,0,1,0,5,0,6,1,1,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,HUMAN,OXA3
5,4,2,5,0,77,2,0,6,0,2,13,2,24,8,3,20,1,3,0,0,1,8,0,3,0,1,1,2,0,1,0,0,1,11,2,1,1,3,2,1,0,HUMAN,OXA3
2,2,2,2,0,17,3,0,3,0,1,12,2,16,5,5,27,0,6,1,1,1,7,2,0,1,0,8,1,0,1,1,0,2,13,2,0,2,1,5,2,1,HUMAN,OXA3
3,0,5,9,0,34,1,0,14,3,2,16,2,60,13,3,46,0,1,0,2,2,3,3,0,2,0,1,1,0,0,0,0,1,13,2,2,0,4,7,2,2,HUMAN,OXA3
0,0,1,5,3,5,2,0,1,0,1,6,1,28,1,5,16,1,0,2,1,2,5,0,2,1,0,5,0,0,0,1,0,1,3,3,1,0,1,3,2,0,HUMAN,OXA3
2,1,1,7,1,8,2,0,1,0,1,14,2,19,6,3,15,1,2,1,1,0,2,0,0,2,1,3,0,0,0,1,0,2,5,1,0,2,2,0,1,0,HUMAN,OXA3
0,0,3,3,0,27,3,0,3,2,2,15,1,21,2,6,20,3,4,1,0,0,2,0,0,1,0,3,1,0,0,3,0,0,10,2,0,1,0,7,0,0,HUMAN,OXA3
1,1,3,4,1,8,0,1,7,2,2,4,1,18,3,3,15,2,3,0,0,3,6,0,0,3,0,0,0,0,0,1,0,2,7,2,2,1,0,5,3,1,HUMAN,OXA3
3,1,0,4,0,4,1,0,1,4,1,13,1,19,9,2,17,3,2,1,0,3,6,0,1,4,0,3,0,0,2,0,0,1,6,2,0,4,0,6,0,1,HUMAN,OXA3
2,1,4,1,0,3,0,0,0,0,1,8,0,17,1,3,8,0,1,0,0,0,4,0,1,3,0,3,0,0,0,0,1,1,6,0,0,0,0,3,2,0,HUMAN,OXA3
2,6,2,1,4,90,0,0,2,0,1,13,2,19,6,2,8,0,2,0,0,1,3,1,0,2,0,3,2,1,1,0,0,1,5,0,0,2,2,1,3,1,HUMAN,OXA3
0,1,2,3,0,5,1,0,1,2,2,5,1,30,6,0,24,0,5,1,0,0,4,1,0,1,1,4,1,0,0,0,0,1,3,1,1,0,1,2,0,0,HUMAN,OXA3
2,0,5,5,1,9,0,1,2,0,0,6,1,40,2,6,21,0,0,1,2,2,6,1,2,1,0,10,3,0,1,2,0,2,9,2,1,1,1,0,1,0,HUMAN,OXA3
2,1,1,1,1,5,0,0,2,0,2,3,1,9,5,2,13,0,2,1,0,2,4,0,0,4,1,0,0,0,0,0,0,0,1,2,0,1,1,0,2,0,HUMAN,OXA3
1,0,4,5,1,7,0,0,5,3,0,17,2,20,7,4,30,1,0,1,0,1,3,0,3,2,0,2,0,0,0,1,0,3,4,4,0,0,2,8,2,0,HUMAN,OXA3
1,0,4,2,2,4,4,0,6,1,0,7,3,31,2,2,20,1,2,1,2,0,8,1,0,1,0,3,0,0,0,0,0,0,2,6,0,1,0,2,7,0,HUMAN,OXA3
4,1,0,3,0,27,2,0,3,0,1,8,2,9,3,0,17,0,3,0,0,0,3,0,1,2,0,1,0,0,0,0,0,2,2,1,0,0,1,3,3,1,HUMAN,OXA3
0,0,1,3,1,13,0,0,7,1,1,11,1,20,5,8,28,2,1,0,1,0,6,3,0,3,0,8,0,0,1,0,0,1,6,2,0,0,2,3,2,0,HUMAN,OXA3
3,4,2,3,2,46,1,0,3,0,1,10,1,14,4,2,24,0,2,0,0,2,6,1,1,2,0,3,1,0,4,1,1,1,3,4,0,3,1,7,2,0,HUMAN,OXA3
3,1,5,9,1,4,0,0,10,5,1,14,0,39,12,2,45,1,2,0,0,0,4,1,0,5,0,3,2,1,3,0,0,3,12,5,0,0,3,8,1,0,HUMAN,OXA3
0,0,4,21,1,3,0,1,2,0,1,10,1,17,0,4,21,1,0,0,0,0,6,1,0,2,0,2,0,0,0,0,0,1,5,2,0,3,1,3,1,1,HUMAN,OXA3
1,1,2,1,1,3,1,0,2,3,1,5,1,22,3,3,15,0,2,0,0,0,1,0,1,1,0,7,2,0,1,0,0,1,6,1,0,1,0,3,2,0,HUMAN,OXA3
0,2,2,6,0,46,0,0,4,5,0,12,2,28,7,6,28,2,0,0,0,0,4,1,1,8,0,6,2,0,1,0,0,0,12,1,0,2,3,8,0,1,HUMAN,OXA3
0,2,8,3,0,12,1,0,3,1,2,9,2,39,6,4,18,3,3,1,0,2,6,0,0,0,0,5,1,0,0,1,0,1,10,2,0,0,1,4,1,0,HUMAN,OXA3
2,0,3,6,2,14,0,0,3,0,1,7,2,20,2,0,12,2,2,0,0,2,2,1,0,0,0,3,0,1,0,1,1,1,1,3,3,2,1,5,1,0,HUMAN,OXA3
0,2,3,5,0,1,1,0,1,4,0,6,1,25,2,2,18,0,4,1,1,0,1,0,0,5,1,4,1,0,0,0,0,3,7,3,0,3,0,8,2,0,HUMAN,OXA3
1,1,0,3,0,4,1,1,2,2,0,3,1,27,3,4,11,1,3,1,0,0,4,1,0,1,1,7,0,0,0,1,0,0,7,1,0,0,1,1,0,1,HUMAN,OXA3
0,1,6,4,1,13,0,0,3,0,2,7,1,35,4,2,24,0,1,1,1,0,5,1,0,4,0,0,0,0,2,0,0,3,11,0,1,0,3,1,1,0,HUMAN,OXA3
4,1,4,2,2,9,3,0,4,0,2,14,0,35,12,5,27,1,3,1,0,1,7,0,1,0,0,9,1,0,0,0,0,3,7,2,0,1,3,12,1,0,HUMAN,OXA3
1,1,5,8,1,6,0,0,5,2,2,19,3,26,5,6,21,1,2,1,0,1,5,0,0,1,0,4,1,0,1,2,1,3,7,3,1,2,1,5,4,2,HUMAN,OXA3
3,3,5,10,2,41,2,0,2,1,0,27,4,26,7,5,48,0,2,0,0,2,5,1,0,4,0,5,2,0,3,0,0,2,10,8,1,2,0,13,2,2,HUMAN,OXA3
2,2,3,4,1,17,0,0,2,0,1,15,1,32,4,1,9,0,2,1,1,0,1,0,1,1,0,1,2,0,1,0,1,2,7,2,0,1,2,3,0,0,HUMAN,OXA3
1,1,2,3,1,6,1,0,6,0,0,9,0,19,4,5,22,1,1,1,1,1,5,0,0,1,0,3,0,0,4,0,0,0,7,3,0,2,1,6,1,1,HUMAN,OXA3
0,1,6,1,0,29,0,0,5,3,2,12,2,39,8,4,20,1,2,1,2,1,6,1,0,4,0,3,1,2,1,0,0,2,7,1,0,1,1,4,0,0,HUMAN,OXA3
1,2,3,5,1,19,3,0,3,3,3,9,1,22,3,2,20,0,3,1,0,0,3,0,0,0,0,1,2,0,0,0,0,3,5,3,0,2,0,8,2,1,HUMAN,OXA3
0,3,0,3,0,27,0,0,4,1,0,18,3,19,4,5,28,2,4,3,1,0,6,1,2,1,0,9,0,0,0,0,1,2,3,5,0,0,4,5,0,1,HUMAN,OXA3
1,0,4,3,0,1,0,0,1,2,0,15,5,37,2,4,26,0,2,1,1,1,7,1,1,4,1,4,1,0,1,0,0,2,12,1,0,0,3,6,5,0,HUMAN,OXA3
0,2,0,1,0,1,0,0,2,0,1,3,1,7,3,0,8,2,1,0,0,2,4,1,0,4,0,3,0,0,0,2,0,1,3,0,0,0,1,2,0,0,HUMAN,OXA3
0,2,1,10,1,2,1,1,4,3,1,14,0,45,2,1,15,1,3,1,0,0,6,1,0,0,0,2,0,0,0,0,0,2,5,3,2,1,4,5,1,1,HUMAN,OXA3
0,2,1,4,1,6,1,1,4,1,3,13,0,17,5,1,21,1,3,0,0,1,3,0,0,1,0,6,6,0,0,0,0,1,5,2,0,3,1,2,1,0,HUMAN,OXA3
3,2,2,5,1,38,1,1,6,1,0,9,4,15,7,1,33,1,3,1,0,0,6,1,1,0,0,5,2,0,1,0,0,2,9,1,1,1,1,5,0,0,HUMAN,OXA3
0,1,2,2,0,2,0,0,1,1,0,7,0,9,5,1,24,0,2,1,0,1,2,0,0,1,0,2,0,1,0,0,1,0,5,3,0,0,1,5,0,0,HUMAN,OXA3
1,2,2,3,1,55,1,0,3,1,1,12,1,24,3,3,16,0,0,2,0,0,8,0,0,5,1,1,2,0,0,0,2,2,4,1,0,0,5,7,2,0,HUMAN,OXA3
0,1,4,3,1,17,0,0,8,0,0,17,2,32,7,8,34,1,2,0,1,2,4,0,0,0,0,4,0,0,1,0,0,3,7,1,0,1,3,8,1,1,HUMAN,OXA3
