CD3,CD4,CD8a,CD69,CD62L,CD44,CD25,CD127,TCRgd,CD19,IgM,CD335,NK-1.1,CD90.2,I-A-I-E,CD45R,CD11b,CD172a,XCR1,CD103,CD64,CD11c,CD24,CD326,CD195,CD196,CXCR4,CD134,CD278,CD223,CD274,KLRG1,CD27,CD21-CD35,CD86,IgD,CD1d,CD138,CD117,CX3CR1,F4-80,CD192,Species,Sample
5,7,1,3,5,13,4,3,2,4,1,10,3,7,1680,4,418,4,12,7,3,30,34,4,1,2,0,1,1,0,2,14,2,4,10,14,1,2,3,0,5,4,MOUSE,EtOH1
0,0,1,2,0,82,1,0,4,0,0,0,0,10,2,1,1,0,0,101,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,1,1,1,MOUSE,EtOH1
2,0,1,0,7,16,2,1,0,4,1,5,2,4,2028,5,12,6,1,11,1,5,6,1,1,0,2,5,1,2,4,5,2,1,9,15,1,3,2,1,4,1,MOUSE,EtOH1
0,12,4,0,0,30,2,0,2,0,0,7,0,2,21,0,146,3,0,0,1,0,3,0,0,2,0,1,0,1,2,0,0,0,34,1,0,0,2,2,3,0,MOUSE,EtOH1
4,1,1,4,0,55,1,0,7,0,0,0,0,30,7,0,1,0,1,86,1,1,1,1,1,2,0,3,2,0,0,0,0,0,0,2,0,0,1,0,0,0,MOUSE,EtOH1
2,0,1,0,0,163,1,0,1,0,1,0,4,46,4,1,5,1,1,176,1,3,2,1,3,2,0,2,6,0,5,0,1,0,2,0,0,3,3,1,1,0,MOUSE,EtOH1
1,7,0,2,0,67,0,2,1,0,0,3,1,152,7,0,1,0,0,13,1,1,0,0,0,0,0,1,5,0,0,1,1,1,0,0,1,1,15,0,0,0,MOUSE,EtOH1
1,1,0,0,0,12,0,0,2,0,0,5,2,0,125,0,35,2,0,3,0,27,90,1,1,0,0,2,0,0,0,0,0,0,2,0,1,1,0,0,0,2,MOUSE,EtOH1
2,1,0,1,1,38,1,0,11,2,0,3,2,25,2,0,1,2,0,167,3,2,1,2,0,3,0,0,1,1,0,0,0,1,0,0,1,0,1,3,0,1,MOUSE,EtOH1
2,0,0,3,0,23,0,0,1,0,1,2,0,14,0,0,1,0,0,92,2,3,2,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,1,0,MOUSE,EtOH1
1,4,0,1,2,15,2,0,0,1,0,1,1,4,25,1,435,1,1,5,3,0,3,0,1,0,1,1,0,0,5,0,1,0,9,1,2,1,0,2,5,1,MOUSE,EtOH1
1,7,2,0,2,21,0,0,2,1,0,1,1,2,18,0,305,0,1,1,1,1,2,0,1,1,0,0,0,1,1,0,1,0,12,0,4,0,3,0,18,0,MOUSE,EtOH1
0,1,0,2,0,8,1,0,0,0,0,2,0,7,7,0,59,2,0,14,0,0,0,1,0,1,0,0,3,0,0,0,0,1,1,0,0,1,0,2,0,0,MOUSE,EtOH1
0,9,1,1,0,21,0,1,1,2,0,5,3,3,12,1,194,2,3,0,2,4,2,0,0,0,0,0,0,0,4,0,0,2,15,0,1,1,4,1,13,0,MOUSE,EtOH1
0,1,0,1,0,4,1,0,0,4,0,2,2,3,254,0,40,1,1,1,0,4,1,2,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,MOUSE,EtOH1
1,1,0,1,0,61,1,3,0,5,1,1,0,4,533,1,188,9,2,6,0,2,3,1,1,0,0,2,2,0,0,3,0,1,2,3,0,2,0,2,1,0,MOUSE,EtOH1
6,7,5,1,4,31,1,0,11,6,3,3,10,3,251,2,435,5,11,8,2,8,6,0,4,1,1,2,1,0,3,2,1,3,40,8,7,2,4,3,13,3,MOUSE,EtOH1
32,0,3,1,3,56,1,0,101,0,1,9,3,146,11,2,29,2,3,422,4,7,1,2,1,3,1,2,1,2,1,1,0,1,3,1,1,4,2,4,0,3,MOUSE,EtOH1
2,1,1,1,0,108,2,1,8,0,2,4,0,32,8,0,6,1,0,211,3,3,1,0,1,1,0,2,3,0,0,0,1,0,0,0,0,4,5,1,0,2,MOUSE,EtOH1
30,1,0,0,0,25,2,0,76,1,0,4,2,83,5,0,0,1,1,160,2,2,1,0,0,2,0,0,1,1,2,0,0,1,2,0,0,3,1,3,0,0,MOUSE,EtOH1
3,0,0,3,0,106,1,0,1,0,0,2,3,37,8,1,4,0,4,227,4,2,2,0,0,3,0,3,1,0,2,1,0,1,1,1,1,4,1,1,0,2,MOUSE,EtOH1
1,0,1,0,0,10,2,2,2,2,1,5,1,4,492,0,118,6,0,6,0,22,4,1,4,1,0,5,2,1,1,0,0,1,10,2,0,1,2,1,2,1,MOUSE,EtOH1
3,20,5,0,1,22,2,1,4,3,0,2,2,3,4,2,69,0,3,1,3,0,2,1,0,3,0,0,0,0,2,1,0,0,25,3,1,1,4,2,8,1,MOUSE,EtOH1
1,0,0,0,2,24,1,1,0,0,1,0,0,4,682,1,15,4,2,2,2,9,3,1,0,1,0,1,2,0,1,3,0,0,1,2,0,1,0,2,1,2,MOUSE,EtOH1
0,0,1,2,0,40,1,0,0,0,0,0,0,58,2,0,2,1,0,5,0,1,1,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,6,0,2,0,MOUSE,EtOH1
1,0,1,10,1,74,2,2,5,0,0,3,0,73,18,0,3,1,2,279,0,6,2,1,1,2,0,1,7,0,3,0,0,1,0,3,1,2,6,6,0,4,MOUSE,EtOH1
37,1,0,4,0,50,4,0,101,0,1,2,0,115,6,1,4,1,2,602,6,12,2,3,0,4,0,1,1,3,1,2,0,1,1,5,2,9,9,6,0,2,MOUSE,EtOH1
3,3,3,2,2,15,3,0,3,4,1,5,2,1,1553,4,262,13,6,3,3,19,5,1,2,1,0,6,2,1,1,2,3,2,5,14,1,4,1,4,6,6,MOUSE,EtOH1
2,0,0,1,0,45,1,0,14,1,0,2,1,16,1,0,2,1,1,107,1,2,2,0,0,1,0,0,1,0,1,1,0,0,0,4,0,1,3,2,0,0,MOUSE,EtOH1
1,0,0,0,0,9,0,0,4,1,0,2,0,1,4,1,325,1,2,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,10,0,1,1,1,2,3,1,MOUSE,EtOH1
2,6,0,1,1,26,1,1,0,0,0,1,0,16,10,1,3,2,0,27,1,1,0,0,0,1,0,0,2,0,4,0,0,0,0,0,0,1,0,2,0,0,MOUSE,EtOH1
2,4,1,1,0,59,0,1,1,0,0,0,0,3,1,0,1,0,1,93,0,0,0,2,0,1,0,0,2,0,0,1,0,0,2,0,0,0,0,1,0,0,MOUSE,EtOH1
1,0,1,3,0,31,1,1,0,0,0,1,0,7,2,0,0,0,0,1,0,0,1,1,0,0,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,1,MOUSE,EtOH1
1,1,0,1,0,86,1,0,2,0,0,1,1,31,3,1,1,1,0,165,0,2,1,4,0,1,0,0,1,2,1,1,1,2,0,2,0,3,2,1,0,3,MOUSE,EtOH1
1,0,0,4,1,35,0,2,3,1,1,1,1,43,3,0,0,0,1,141,0,4,4,4,0,1,0,0,0,1,1,0,2,1,3,2,0,2,2,1,1,2,MOUSE,EtOH1
23,0,0,2,0,15,0,0,37,0,0,0,2,73,0,0,1,3,0,106,1,1,4,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,4,2,0,0,MOUSE,EtOH1
1,0,1,2,0,73,1,0,2,0,0,2,3,19,6,2,3,1,1,62,2,2,3,1,0,0,0,0,1,0,0,0,1,0,2,0,0,2,1,0,1,0,MOUSE,EtOH1
1,0,0,0,0,89,1,1,5,1,0,2,2,61,6,5,2,0,2,220,4,2,2,2,1,0,0,2,1,0,1,0,0,0,2,0,0,4,2,0,0,1,MOUSE,EtOH1
36,1,0,2,1,41,0,0,92,0,1,4,2,118,2,2,2,2,2,267,3,5,1,2,1,4,0,1,0,1,0,0,1,0,0,3,1,6,4,1,0,1,MOUSE,EtOH1
1,0,0,0,1,32,2,2,2,1,0,1,1,37,2,0,1,3,3,125,4,2,0,0,0,6,0,0,3,0,0,1,1,0,1,1,0,1,3,0,0,0,MOUSE,EtOH1
1,0,0,1,0,48,0,1,0,0,0,1,0,10,1,0,2,0,1,64,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,MOUSE,EtOH1
0,2,0,0,0,9,1,0,1,0,0,0,0,25,3,0,1,0,0,58,1,3,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,MOUSE,EtOH1
1,3,0,0,0,6,3,1,3,0,1,0,2,4,8,0,115,2,0,5,0,0,0,1,0,0,0,0,1,0,2,0,0,1,20,1,1,0,1,1,2,4,MOUSE,EtOH1
20,1,0,0,1,24,0,0,75,0,1,0,2,81,2,0,0,1,1,170,2,2,1,1,0,3,0,1,0,0,0,0,0,0,1,1,0,3,3,1,0,0,MOUSE,EtOH1
5,0,0,0,3,23,1,0,5,0,0,0,0,9,388,0,105,3,0,24,1,7,1,2,0,0,0,0,0,0,2,0,1,0,3,2,0,3,3,2,0,0,MOUSE,EtOH1
0,1,0,0,1,22,1,0,4,1,0,3,1,1,86,0,234,5,0,1,0,3,1,0,0,0,0,2,1,0,2,0,0,0,0,1,0,1,0,0,2,0,MOUSE,EtOH1
0,1,0,1,0,22,0,0,1,0,0,0,0,44,3,0,0,0,0,76,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,1,0,MOUSE,EtOH1
0,0,1,0,0,20,0,0,0,6,0,0,1,20,2,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,2,0,0,0,MOUSE,EtOH1
0,1,5,4,1,20,0,0,0,0,1,0,1,40,16,1,7,1,0,94,0,2,0,0,2,2,0,0,1,0,1,1,1,2,2,2,0,0,2,3,0,0,MOUSE,EtOH1
0,0,0,1,1,13,2,0,0,0,0,1,2,1,5,2,152,2,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,21,1,0,1,2,0,3,0,MOUSE,EtOH1
34,0,0,6,0,27,0,1,76,1,1,0,1,68,1,0,1,0,3,225,4,8,1,2,0,1,0,1,1,1,1,0,0,0,1,0,0,1,3,3,0,2,MOUSE,EtOH1
1,1,1,6,1,59,2,0,4,0,2,1,2,58,6,0,1,1,4,263,1,7,6,0,0,3,1,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,MOUSE,EtOH1
1,1,1,0,0,3,0,0,1,0,0,0,1,0,117,1,40,1,0,0,2,10,62,59,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,2,1,MOUSE,EtOH1
3,7,0,3,3,97,2,0,1,3,0,6,0,40,239,4,44,1,1,129,1,18,3,2,0,1,0,4,21,3,1,21,1,1,10,5,0,2,4,3,3,0,MOUSE,EtOH1
2,1,1,2,0,77,4,0,4,1,0,2,5,2,30,0,553,6,1,1,1,3,0,1,0,1,0,5,0,0,2,1,1,2,22,3,1,3,3,0,13,1,MOUSE,EtOH1
47,2,0,3,3,55,3,1,69,2,2,1,0,96,10,1,3,3,2,398,7,6,4,0,1,1,1,1,1,0,3,0,1,0,0,2,0,5,5,6,1,5,MOUSE,EtOH1
3,0,2,5,0,119,2,0,8,0,1,3,0,17,6,1,3,2,1,216,7,0,1,1,0,1,0,3,0,0,1,0,0,0,1,3,1,2,1,3,0,1,MOUSE,EtOH1
5,4,1,5,0,309,2,0,10,1,0,4,1,25,2,1,5,0,0,100,2,5,2,0,0,0,0,0,0,0,2,1,0,2,2,1,0,1,1,2,1,2,MOUSE,EtOH1
1,1,0,0,0,9,0,1,3,0,0,1,1,0,149,0,9,2,2,0,0,6,3,0,1,0,0,1,2,0,0,0,1,1,0,1,0,0,0,1,0,0,MOUSE,EtOH1
4,7,0,2,1,36,0,0,1,0,0,7,0,57,6,0,2,0,1,46,1,1,0,1,0,0,0,2,6,0,5,0,0,0,0,1,0,0,0,0,0,2,MOUSE,EtOH1
38,1,0,0,1,36,0,1,78,0,1,1,0,112,3,0,6,0,1,234,2,6,1,2,0,2,0,0,0,1,1,0,0,0,1,1,0,4,5,2,2,4,MOUSE,EtOH1
1,0,0,7,1,38,1,0,0,0,1,2,1,2,5,0,2,0,0,3,0,0,1,0,0,0,0,0,3,0,4,0,0,0,0,1,0,0,4,0,1,0,MOUSE,EtOH1
0,0,0,3,0,19,0,0,0,1,0,2,0,30,3,3,3,0,0,50,0,2,1,1,0,2,0,1,1,0,0,0,0,0,0,1,0,0,2,1,0,0,MOUSE,EtOH1
2,24,0,0,1,32,1,1,3,0,0,4,0,1,7,1,232,3,1,2,1,0,0,0,0,1,0,4,1,1,7,0,1,2,19,0,1,5,1,3,10,1,MOUSE,EtOH1
0,1,1,0,1,7,2,0,2,2,1,3,0,2,601,1,2,2,23,37,2,36,333,0,0,1,0,0,1,1,1,0,1,0,13,1,1,1,4,3,2,2,MOUSE,EtOH1
0,0,0,3,0,64,1,0,7,0,0,1,0,42,2,0,3,1,1,134,4,2,2,0,0,0,0,1,1,0,1,0,0,1,1,1,0,2,1,1,0,2,MOUSE,EtOH1
2,1,0,0,6,20,3,0,3,3,2,4,1,3,586,3,209,8,6,2,2,31,27,2,2,3,1,2,1,0,2,1,1,2,3,3,0,2,0,1,2,1,MOUSE,EtOH1
2,1,1,2,5,18,5,7,5,5,2,9,4,4,2582,3,137,8,7,7,0,23,2,5,3,4,0,2,2,2,8,1,0,1,35,13,0,4,0,1,2,7,MOUSE,EtOH1
2,1,0,3,1,207,0,2,16,0,2,0,1,16,7,0,5,1,2,90,1,3,3,3,0,1,0,1,1,0,1,0,0,0,2,1,0,2,0,0,2,0,MOUSE,EtOH1
0,2,0,5,1,101,0,2,5,0,1,4,1,28,3,1,4,0,2,141,2,3,2,1,1,0,0,1,3,0,0,0,1,0,0,0,1,2,1,3,0,0,MOUSE,EtOH1
7,0,0,2,0,30,1,0,28,2,0,1,1,83,6,2,2,0,2,165,1,2,4,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,7,1,0,0,MOUSE,EtOH1
1,0,1,0,1,37,1,1,1,3,2,1,3,1,90,3,107,5,0,4,0,1,3,1,0,1,0,0,0,0,1,0,1,1,10,2,0,0,2,3,5,1,MOUSE,EtOH1
1,4,0,0,1,19,0,0,0,0,1,0,0,3,37,0,54,1,1,0,0,0,4,0,0,2,0,1,1,0,0,0,1,0,0,2,0,1,1,0,0,0,MOUSE,EtOH1
2,1,0,0,0,76,1,1,3,0,0,1,1,64,2,3,1,0,0,139,0,4,0,1,0,1,0,1,2,0,3,0,0,2,2,2,0,1,1,2,1,1,MOUSE,EtOH1
1,0,0,3,0,68,2,0,4,0,3,0,3,51,12,1,2,1,0,220,2,2,2,0,0,5,0,2,1,1,1,1,1,1,0,0,1,0,3,2,0,0,MOUSE,EtOH1
1,1,0,0,0,58,1,1,1,0,0,2,1,42,2,1,1,0,1,128,2,4,1,0,0,2,0,0,2,1,2,0,0,0,2,0,0,2,0,1,0,0,MOUSE,EtOH1
2,2,0,1,1,147,1,3,0,1,0,1,1,78,4,0,1,1,1,123,0,4,2,0,0,1,0,2,11,0,1,0,1,0,1,2,0,0,0,4,3,0,MOUSE,EtOH1
4,2,2,1,1,19,3,1,4,2,0,4,1,6,629,3,225,8,2,9,2,34,1,1,0,1,1,2,0,0,0,0,0,0,3,4,1,1,1,2,0,2,MOUSE,EtOH1
0,0,1,3,0,93,0,0,0,0,0,0,0,5,9,0,6,0,0,3,1,1,2,0,0,0,1,0,3,0,4,0,1,0,0,2,0,0,4,0,1,0,MOUSE,EtOH1
81,1,0,8,5,38,1,1,136,1,3,4,2,161,257,2,117,3,1,354,3,15,7,4,0,2,0,1,2,1,4,3,2,0,5,3,1,3,7,5,1,1,MOUSE,EtOH1
41,0,2,2,1,47,1,0,86,0,0,1,3,105,3,1,2,1,0,262,3,7,3,1,1,1,0,1,1,0,1,0,1,0,2,0,0,3,9,6,0,2,MOUSE,EtOH1
2,1,1,0,3,24,0,0,2,0,0,2,2,2,14,0,119,2,0,4,2,1,1,1,1,0,0,3,3,0,2,0,1,0,16,0,3,1,2,2,4,0,MOUSE,EtOH1
19,0,1,1,0,30,1,0,46,0,0,1,1,88,7,0,23,2,0,193,1,9,10,1,0,2,0,1,1,1,0,0,1,1,1,0,1,0,1,2,0,0,MOUSE,EtOH1
50,2,1,6,4,44,7,0,133,6,0,2,3,171,34,2,18,2,2,727,10,16,4,4,0,7,0,1,0,0,0,0,3,1,4,1,1,9,6,6,1,2,MOUSE,EtOH1
4,2,0,3,3,7,4,2,3,7,1,1,1,4,1411,0,11,3,3,4,0,4,3,0,3,0,0,4,6,0,1,5,1,1,5,9,0,2,0,0,3,5,MOUSE,EtOH1
1,0,0,1,1,12,3,0,1,1,1,3,0,4,334,1,14,1,1,3,0,18,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,2,MOUSE,EtOH1
0,14,0,0,1,32,2,1,0,1,0,5,5,4,121,0,320,0,2,1,0,1,3,0,2,0,1,1,3,0,2,1,2,1,61,2,8,0,4,2,16,1,MOUSE,EtOH1
0,0,0,2,0,31,0,0,1,0,0,0,0,1,21,0,6,0,0,2,1,12,40,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MOUSE,EtOH1
1,0,1,1,1,74,0,0,2,0,0,0,1,27,4,0,2,0,2,29,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,3,1,0,0,MOUSE,EtOH1
4,19,1,0,0,39,3,0,2,2,2,1,1,1,28,2,239,0,0,1,0,1,2,0,1,0,0,0,0,2,8,1,1,1,18,1,0,1,3,0,8,0,MOUSE,EtOH1
1,0,0,2,0,116,1,0,9,1,0,1,0,39,3,0,4,1,2,492,7,11,4,0,0,1,1,2,1,1,2,3,2,0,0,6,0,2,5,5,2,3,MOUSE,EtOH1
25,1,0,1,0,27,0,0,43,0,0,1,4,57,13,0,6,0,0,156,3,3,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,4,1,4,1,3,MOUSE,EtOH1
0,0,0,2,0,108,0,0,0,0,1,2,0,1,4,0,3,0,2,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,MOUSE,EtOH1
0,0,0,1,0,54,2,0,6,1,0,1,1,70,3,1,2,0,4,282,2,2,2,0,0,0,0,4,16,0,0,0,1,1,1,3,0,0,3,1,0,0,MOUSE,EtOH1
0,2,0,6,0,34,1,0,2,0,0,0,0,44,146,1,16,0,1,157,4,4,1,0,1,2,0,2,0,0,1,0,1,0,8,1,0,1,2,1,0,1,MOUSE,EtOH1
3,1,2,1,2,60,3,0,3,1,1,3,0,3,614,2,19,2,3,9,0,63,232,1,1,1,0,2,0,0,0,0,0,5,22,8,0,1,6,0,1,1,MOUSE,EtOH1
0,2,3,0,1,2,1,1,1,0,1,28,2,2,313,9,78,3,3,1,0,3,1,0,6,9,0,11,1,0,0,1,0,0,0,3,0,0,0,5,2,1,MOUSE,EtOH1
4,0,0,2,0,135,0,0,8,0,1,2,0,12,3,3,2,1,0,92,3,3,4,2,0,1,0,0,2,0,3,0,0,0,0,2,0,2,6,0,0,1,MOUSE,EtOH1
2,7,0,0,0,27,1,1,0,0,1,1,3,10,17,1,215,3,0,44,0,0,34,1,0,0,0,0,4,0,0,0,1,0,2,2,0,1,1,2,0,0,MOUSE,EtOH1
1,2,0,3,3,35,2,3,1,6,0,4,2,1,935,2,182,10,1,5,3,21,1,0,1,2,0,4,3,1,4,1,0,1,15,12,1,3,1,0,0,5,MOUSE,EtOH1
0,0,0,1,1,44,0,0,2,0,0,1,0,10,2,0,4,1,1,181,0,5,1,2,0,1,0,3,2,1,0,0,0,0,0,1,0,1,1,3,1,0,MOUSE,EtOH1
5,0,0,1,2,10,1,2,3,5,1,3,0,1,1177,1,33,2,1,1,2,3,0,1,0,4,3,4,1,0,1,2,1,0,0,9,0,1,0,2,1,0,MOUSE,EtOH1
0,2,1,0,0,7,0,0,1,2,2,3,0,3,132,0,216,0,0,2,0,2,4,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,3,2,4,1,MOUSE,EtOH1
1,0,0,0,1,36,2,0,4,0,0,0,1,69,1,0,0,0,2,142,0,1,0,1,0,3,0,2,2,0,0,0,1,0,2,0,0,0,3,1,1,1,MOUSE,EtOH1
0,1,1,0,1,31,2,2,3,2,0,2,0,2,364,0,110,3,2,2,0,9,6,2,0,1,1,3,0,0,6,0,0,1,1,1,0,0,1,1,0,1,MOUSE,EtOH1
1,0,1,0,1,41,0,0,2,1,0,4,0,24,3,1,6,1,1,98,0,4,2,1,0,1,1,0,2,0,2,0,0,1,1,0,0,1,1,3,0,1,MOUSE,EtOH1
8,0,0,5,0,58,1,3,13,1,0,0,0,94,5,1,1,0,0,1,0,1,0,0,2,0,0,1,20,0,1,0,0,1,0,1,0,1,4,0,3,0,MOUSE,EtOH1
0,1,0,4,0,22,0,0,1,0,0,2,1,20,7,0,2,0,0,41,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,0,MOUSE,EtOH1
0,0,2,1,1,66,0,0,4,0,1,2,1,6,22,3,310,1,1,5,0,7,2,0,0,0,0,0,0,1,9,0,1,2,2,1,1,1,7,0,6,0,MOUSE,EtOH1
1,4,0,1,0,10,0,0,0,1,2,0,3,3,7,2,172,0,0,1,0,1,2,2,1,1,0,0,0,0,0,0,0,1,17,10,6,1,2,0,7,0,MOUSE,EtOH1
1,1,1,3,0,14,1,0,1,1,0,0,0,1,86,1,250,1,2,5,0,1,2,1,0,0,0,1,0,0,2,0,0,0,4,1,0,0,0,9,3,2,MOUSE,EtOH1
4,5,0,2,0,30,0,6,2,0,1,2,1,71,11,0,2,0,1,122,0,1,0,1,0,0,0,1,36,0,1,14,0,0,2,0,1,0,5,4,0,3,MOUSE,EtOH1
0,0,0,5,0,145,2,0,2,0,2,0,1,64,3,3,3,0,3,179,4,3,1,0,1,1,0,1,3,0,3,0,0,0,0,0,0,0,2,1,1,0,MOUSE,EtOH1
5,1,0,4,1,154,3,1,4,0,1,1,0,30,0,0,0,2,0,281,4,3,4,0,1,1,1,1,2,0,1,0,0,1,0,2,0,3,1,3,0,1,MOUSE,EtOH1
1,10,1,1,1,30,2,0,1,0,0,5,4,2,4,2,282,2,4,0,0,0,1,1,0,0,0,2,1,0,3,0,0,1,63,1,0,0,1,0,9,2,MOUSE,EtOH1
25,1,0,1,0,18,0,0,37,0,0,0,0,48,2,0,2,0,1,179,1,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,2,2,0,0,MOUSE,EtOH1
20,1,1,2,0,7,1,0,44,0,1,4,2,97,34,1,4,4,1,310,5,9,4,3,0,3,0,0,2,1,2,1,0,0,2,3,1,3,3,2,0,4,MOUSE,EtOH1
49,0,4,6,5,93,5,8,98,2,1,5,2,163,1702,3,26,5,3,409,5,8,21,6,1,4,1,2,3,1,6,1,1,0,4,10,1,4,4,3,2,8,MOUSE,EtOH1
3,1,2,2,4,14,2,4,2,4,1,6,1,1,1154,1,31,3,7,5,0,3,2,1,1,0,0,2,2,1,1,3,0,0,4,7,1,3,4,2,4,1,MOUSE,EtOH1
2,0,0,0,0,37,1,2,0,3,0,1,0,19,533,1,86,3,0,24,0,4,5,0,0,0,0,1,15,0,2,7,2,1,0,4,0,1,3,0,3,1,MOUSE,EtOH1
3,0,1,1,1,450,0,1,0,2,1,1,2,2,3,0,1,3,1,3,1,1,1,0,0,0,1,2,7,2,29,2,0,0,1,4,1,1,44,0,0,1,MOUSE,EtOH1
2,0,0,0,0,129,1,0,19,2,1,3,2,36,14,1,14,1,2,277,3,4,6,2,0,1,1,2,0,0,0,2,1,1,4,1,0,1,5,6,1,0,MOUSE,EtOH1
3,0,1,0,0,15,1,3,0,0,2,1,1,68,2,2,1,0,0,66,0,1,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,1,MOUSE,EtOH1
3,4,0,5,5,38,4,0,5,6,0,4,4,5,1458,9,348,5,2,4,4,6,4,1,1,1,1,1,2,2,2,5,0,0,31,4,1,6,4,0,4,2,MOUSE,EtOH1
64,0,3,10,0,68,0,0,112,0,0,0,4,124,8,0,8,1,2,360,5,6,1,1,0,1,1,1,1,2,0,1,0,1,1,2,0,5,6,6,0,1,MOUSE,EtOH1
0,0,1,1,1,94,0,0,5,0,1,0,2,2,5,0,3,0,2,216,1,6,0,0,1,1,0,0,0,0,1,1,2,0,0,0,0,3,2,1,1,2,MOUSE,EtOH1
1,10,3,1,0,40,2,0,3,1,1,3,2,0,6,1,109,2,2,0,0,4,5,0,0,3,0,4,1,0,2,4,1,0,12,1,0,0,1,7,4,6,MOUSE,EtOH1
0,3,4,1,4,25,1,0,3,0,1,3,2,1,117,3,266,4,1,2,0,3,8,1,3,0,0,2,2,0,4,2,3,1,48,1,3,0,4,1,4,4,MOUSE,EtOH1
3,1,2,0,3,11,3,4,2,2,2,5,3,4,1081,0,383,13,4,5,1,13,15,2,4,1,0,1,1,0,0,4,2,0,2,8,0,1,2,2,4,3,MOUSE,EtOH1
2,0,0,2,2,30,3,0,1,0,0,2,1,2,433,3,355,2,1,0,1,1,17,2,0,2,1,0,1,0,1,1,3,1,2,1,2,1,4,1,1,0,MOUSE,EtOH1
7,0,0,5,0,112,1,0,1,0,1,1,2,34,6,1,3,1,1,217,6,3,4,0,0,0,1,1,0,0,1,0,0,0,3,0,1,2,0,5,1,0,MOUSE,EtOH1
72,1,2,4,1,93,1,0,106,2,0,2,2,133,17,2,5,4,5,418,6,11,11,1,1,2,1,1,0,1,0,1,1,2,0,2,0,7,7,6,0,1,MOUSE,EtOH1
2,1,2,6,1,199,3,1,5,0,0,1,2,57,3,0,2,3,1,159,4,2,1,0,0,0,0,2,2,0,1,0,4,0,4,0,0,0,1,3,0,1,MOUSE,EtOH1
0,0,1,6,0,134,0,1,0,0,0,1,1,27,5,1,1,0,0,106,3,4,1,1,0,0,1,0,5,0,1,0,2,1,0,0,1,2,3,5,0,0,MOUSE,EtOH1
1,0,0,3,1,109,0,0,0,0,1,0,0,3,2,0,0,2,2,1,0,0,1,0,1,0,1,2,1,0,6,0,0,0,1,0,0,0,7,0,0,1,MOUSE,EtOH1
26,1,0,3,0,45,0,1,84,5,0,0,1,133,10,1,5,2,1,353,3,11,4,8,0,1,0,3,0,1,2,0,1,0,0,2,0,4,2,2,0,1,MOUSE,EtOH1
0,0,0,0,1,3,1,1,1,0,0,2,0,2,5,1,266,3,1,3,1,2,54,1,0,0,0,0,0,1,1,1,2,4,1,1,1,0,1,1,0,0,MOUSE,EtOH1
2,0,1,1,2,15,7,0,9,0,1,2,1,7,540,1,203,11,1,13,1,48,10,0,1,2,0,2,2,2,0,1,1,1,35,2,0,0,1,1,2,1,MOUSE,EtOH1
37,8,0,6,1,74,0,2,96,0,1,0,2,145,63,6,190,3,2,180,1,30,9,3,0,0,0,4,0,1,3,3,2,2,12,2,2,3,12,6,11,1,MOUSE,EtOH1
5,1,0,2,0,77,0,0,12,0,0,2,3,57,3,0,4,0,2,195,3,6,2,0,0,0,0,0,6,1,0,1,0,0,2,2,0,4,3,1,2,1,MOUSE,EtOH1
1,1,1,0,0,72,0,1,3,0,0,1,0,52,4,0,4,1,2,196,1,2,3,0,0,3,0,0,7,0,1,1,0,0,1,0,0,1,1,5,0,0,MOUSE,EtOH1
2,1,1,0,1,64,1,0,8,0,0,1,1,52,2,0,1,2,0,121,1,0,3,2,0,1,0,0,0,0,2,0,1,1,0,2,1,0,3,1,1,1,MOUSE,EtOH1
0,6,0,2,0,34,0,0,1,0,1,1,2,2,7,2,225,3,1,3,0,1,3,1,1,1,0,2,0,1,0,0,0,0,19,0,0,0,1,2,4,1,MOUSE,EtOH1
